"","id","created_time","snippet","headline","news_desk","company_name"
"118",6,"2008-11-11T18:26:46+0000","The deal between Iraq’s state-owned oil company, North Oil, and China’s CNPC is worth $3.5 billion and is the first major deal since the U.S. invasion in 2003.","Iraq Signs $3.5 Billion Deal for China to Develop Oil Field","Foreign","Chevron Corporation"
"119",7,"2008-09-19T01:30:34+0000","Interior Secretary Dirk Kempthorne told a House committee that he might fire employees involved in ethics abuses at the agency, which collects oil and gas royalties.","Interior Secretary Says He May Fire Gift-Takers","Business","Chevron Corporation"
"120",8,"2008-02-27T05:00:00+0000","The Alaska Native coastal village of Kivalina is being forced to relocate because of flooding caused by the changing Arctic climate.","Flooded Village Files Suit, Citing Corporate Link to Climate Change","National","Chevron Corporation"
"121",9,"2008-09-10T23:49:24+0000","The plan to award six no-bid contracts to Western oil companies had come under sharp criticism from several U.S. senators over the summer.","Iraq Cancels Six No-Bid Oil Contracts","Foreign","Chevron Corporation"
"122",10,"2008-08-20T05:00:00+0000","","Iraq poised to revive oil contract with China","IHT News","Chevron Corporation"
"123",1,"2008-08-20T05:00:00+0000","","Iraq poised to revive oil contract with China","IHT News","Chevron Corporation"
"124",2,"2008-08-20T02:13:12+0000","The 11-year-old contract with China, worth $1.2 billion, is Iraq’s largest oil deal since the invasion in 2003, an Oil Ministry official said.","Iraq Poised to Revive Oil Contract With China","Foreign","Chevron Corporation"
"125",3,"2008-05-21T04:00:00+0000","Combing a social movement with a market opportunity, New Resource Bank offers customers financial incentives for green building projects.","A Movement and a Market Converge at a Bank","SpecialSections","Chevron Corporation"
"126",4,"2008-03-06T05:00:00+0000","","Iraq negotiating with U.S. and  European companies  over oil development","IHT News","Chevron Corporation"
"127",5,"2008-10-30T05:00:00+0000","","Exxon Mobil quarterly income hits $14.8 billion","IHT News","Chevron Corporation"
"128",6,"2008-04-22T05:00:00+0000","","U.S. oil firms want Libya exempted from terrorism compensation law","IHT News","Chevron Corporation"
"129",7,"2008-03-28T04:00:00+0000","In August, a Chinese antimonopoly law takes effect that will extend the nation’s economic influence far beyond its borders.","China Law Could Impede Microsoft Deal for Yahoo","Business","Chevron Corporation"
"130",8,"2008-03-28T05:00:00+0000","","China law could impede Microsoft deal for Yahoo","IHT News","Chevron Corporation"
"131",9,"2008-12-04T05:00:00+0000","","State finds (or buys) some peace in Nigeria","IHT News","Chevron Corporation"
"132",10,"2008-10-30T05:00:00+0000","","Exxon Mobil quarterly income hits $14.8 billion","IHT News","Chevron Corporation"
"133",1,"2008-11-04T05:00:00+0000","","Nigerian state pays for peace in oil fields","IHT News","Chevron Corporation"
"134",2,"2008-12-04T01:53:45+0000","Nigeria’s Delta State has accomplished a rare measure of peace by drawing militants into the government and making sure they are awarded valuable contracts from oil companies.","State Finds (or Buys) Some Peace in Nigeria","Foreign","Chevron Corporation"
"135",3,"2008-12-04T05:00:00+0000","","State finds (or buys) some peace in Nigeria","IHT News","Chevron Corporation"
"136",4,"2008-04-06T04:00:00+0000","Thirty-eight years ago, a city within a city opened in the Bronx.","Everything You Need, in One Giant Package","RealEstate","Chevron Corporation"
"137",5,"2008-07-25T05:00:00+0000","","How the Cuban embargo protects the environment","IHT News","Chevron Corporation"
"138",6,"2008-03-28T05:00:00+0000","","China may pose hurdle to Microsoft's bid for Yahoo","IHT News","Chevron Corporation"
"139",7,"2008-05-18T04:00:00+0000","WHEN several major oil companies agreed earlier this month to pay nearly $424 million to settle a federal lawsuit brought by scores of water providers claiming damages from the gasoline additive M.T.B.E., one Long Island provider took the largest ...","Settlement Will Help Clean Suffolk Water","Regionals","Chevron Corporation"
"140",8,"2008-08-29T01:35:26+0000","The contract was the first major oil deal the Iraq government has made with a foreign country since 2003.","Iraq Signs Oil Deal With China Worth Up to $3 Billion","Foreign","Chevron Corporation"
"141",9,"2008-11-12T10:54:30+0000","","Retail Worries Help Push Markets Lower","Business","Chevron Corporation"
"142",10,"2008-11-11T12:44:11+0000","A broad sell-off hit nearly every corner of Wall Street amid more signs that the economic slowdown was hurting retailers.","Retail Worries Help Push Markets Lower","Business","Chevron Corporation"
"143",1,"2008-06-28T04:00:00+0000","The Dow briefly fell 20 percent below its October peak, the figure that is regarded as the start of a bear market.","Battered by Oil, Dow Touches Bear Territory","Business","Chevron Corporation"
"144",2,"2008-10-23T01:59:00+0000","The day’s gyrations underscored the market’s volatility amid continued concerns of a deep recession.","Volatile Till the Close, Markets End on Upswing","Business","Chevron Corporation"
"145",3,"2008-10-24T10:54:02+0000","","Volatile Till the Close, Markets End on Upswing","Business","Chevron Corporation"
"146",4,"2008-03-05T05:00:00+0000","","Iraq in talks with U.S. and European oil companies","IHT News","Chevron Corporation"
"147",5,"2008-11-15T20:31:40+0000","As the world begins to shun dirty fuels, an undaunted Exxon Mobil says oil will power economies for decades.","At Exxon, Making the Case for Oil","SundayBusiness","Chevron Corporation"
"148",6,"2008-08-19T02:37:58+0000","Though eager to expand, the major Western oil companies are finding it harder than ever to find new prospects.","As Oil Giants Lose Influence, Supply Drops","Business","Chevron Corporation"
"149",7,"2008-04-22T05:00:00+0000","","Oil industry works to soften terrorism victim law","IHT News","Chevron Corporation"
"150",8,"2008-04-22T04:00:00+0000","A string of oil deals with Libya might be jeopardized by a recent law that allows victims of state-sponsored terrorism to seize U.S.-held assets of those countries.","Libya Seeks Exemption for Its Debt to Victims","Foreign","Chevron Corporation"
"151",9,"2008-04-21T05:00:00+0000","","U.S. oil industry lobbying to exempt Libya from terror reparations","IHT News","Chevron Corporation"
"152",10,"2008-03-06T05:00:00+0000","Despite Iraq’s enormous reserves, global oil corporations have been reluctant to invest because of a lack of clarity among Iraqi politicians about how to develop the industry and how to share profits.","Iraq in Talks With American and European Companies to Develop 5 New Oil Fields","Foreign","Chevron Corporation"
"153",1,"2008-10-30T12:21:48+0000","In what might be the high-water mark for corporate profits, Exxon Mobil reported quarterly income of $14.8 billion as oil prices hit a record this summer.","Exxon’s Profit Jumped to a Record in Quarter","Business","Chevron Corporation"
"154",2,"2008-10-17T05:00:00+0000","","U.S. stocks finish lower as Bush urges patience amid more signs of slowdown","IHT News","Chevron Corporation"
"155",3,"2008-05-08T04:00:00+0000","A dozen oil companies agreed to pay $423 million in cash plus clean-up costs to settle litigation over groundwater contamination from the gasoline additive, MTBE.","Oil Giants to Settle Water Suit","Business","Chevron Corporation"
"156",4,"2008-10-17T05:00:00+0000","","U.S. stocks finish lower as Bush urges patience amid more signs of slowdown","IHT News","Chevron Corporation"
"157",5,"2008-08-01T04:00:00+0000","Record earnings for Exxon, the world’s largest publicly traded oil company, have become routine as the surge of oil prices in recent years has filled its coffers.","Exxon’s Second-Quarter Earnings Set a Record","Business","Chevron Corporation"
"158",6,"2008-02-20T05:00:00+0000","Miuccia Prada turned lace into a holy and fetishistic enterprise, while Raf Simons of Jil Sander tested the structural foundations of minimalism.","What Does Simplicity Mean? It’s Complicated","Styles","Chevron Corporation"
"159",7,"2008-11-16T05:00:00+0000","","Exxon doesn't plan on ditching oil","IHT News","Chevron Corporation"
"160",8,"2008-03-14T05:00:00+0000","","Hopes are high, as are the hurdles, for alternative fuel","IHT News","Chevron Corporation"
"161",9,"2008-08-19T05:00:00+0000","","Energy majors awash in money but not oil","IHT News","Chevron Corporation"
"162",10,"2008-04-20T04:00:00+0000","Oil’s future is murky. With China and India rising, the supply question looms.","The Big Thirst","WeekInReview","Chevron Corporation"
"163",1,"2008-04-02T05:37:33+0000","","In Frontier Markets, Steely Nerves Required","Business","Chevron Corporation"
"164",2,"2008-04-02T04:00:00+0000","Bankers, investors and hedge fund managers are setting up shop in the far reaches of the world, convinced there are profits to be made in long-ignored areas.","In Frontier Markets, Steely Nerves Required","SpecialSections","Chevron Corporation"
