"","id","created_time","snippet","headline","news_desk","company_name"
"44",4,"2019-09-09T09:00:01+0000","The top results of many common searches in the company’s App Store were packed with its own apps, as concerns grow that Apple may be tipping the scales in its own favor.","How Apple’s Apps Topped Rivals in the App Store It Controls","Technology","Apple"
"45",5,"2019-09-17T10:00:20+0000","This is not your typical gadget review. That’s because it is time to rethink when to upgrade your iPhone.","IPhone 11 and 11 Pro Review: Thinking Differently in the Golden Age of Smartphones","Business","Apple"
"46",6,"2019-09-17T13:00:06+0000","The company addresses a longtime complaint of audiophiles by offering improved audio for 50 million songs. It will cost $15 a month, $13 for members.","Amazon Offers Millions of Songs in High-Quality Audio. Even Neil Young Approves.","Business","Apple"
"47",7,"2019-09-16T00:04:08+0000","The University of Chicago has long been associated with the idea that antitrust decisions should be based on prices for consumers, not market dominance. That’s starting to change.","A Challenge to Big Tech and Antitrust Thinking in a Surprising Place","Business","Apple"
"48",8,"2019-09-15T11:00:02+0000","Plus, plaintiffs reached a tentative settlement in a gigantic lawsuit over the opioid crisis","This Week in Business: E-Cigarettes Take a Hit, and Gig Workers Get Good News","SundayBusiness","Apple"
"49",9,"2019-09-06T14:14:13+0000","Investigations could eventually lead to the breakup of some companies, and to new laws that might alter the balance of corporate power.","16 Ways Facebook, Google, Apple and Amazon Are in Government Cross Hairs","Technology","Apple"
"50",10,"2019-09-13T12:30:45+0000","Lawmakers investigating Amazon, Apple, Facebook and Google for possible antitrust violations on Friday sent the companies detailed requests for information.","House Antitrust Panel Seeks Documents From 4 Big Tech Firms","Business","Apple"
"51",1,"2008-08-20T04:06:38+0000","Palm is trying to revive itself as business users have embraced the BlackBerry and consumers have fallen in love with the iPhone.","Palm, Once a Leader, Seeks Path in Smartphone Jungle","Business","Apple"
"52",2,"2008-07-26T04:00:00+0000","Under its chief executive and founder Steven P. Jobs, Apple has created a culture of secrecy that has served it well in many ways — from new products to the health of Mr. Jobs.","Apple’s Culture of Secrecy","Business","Apple"
"53",3,"2008-07-28T03:27:39+0000","Apple continued to scramble to limit the damage caused by MobileMe, its first step into cloud computing, by posting a longer apology for problems with the new service.","We're Really Sorry, Says Apple, Really We Are","None","Apple"
"54",4,"2008-08-10T20:24:37+0000","Users didn’t laugh at a software developer’s creation of a pricey iPhone application that gave them nothing more than an image of a multifaceted ruby.","Many Fail to See the Humor in ‘I Am Rich’ for the iPhone","Business","Apple"
"55",5,"2008-07-23T04:00:00+0000","Despite reassurances that he is cancer free four years after he was treated for pancreatic cancer, analysts are worried that Steven P. Jobs might be sick again.","Talk of Chief’s Health Weighs on Apple’s Share Price","Business","Apple"
"56",6,"2008-07-22T04:00:00+0000","Apple, the third-largest personal computer maker in the United States, continued to benefit from the significant market share gains of its Macintosh computer line.","After Strong Quarter, Apple Signals Changes in Its Prices","Business","Apple"
"57",7,"2008-07-21T04:00:00+0000","Dr. Arnold Kim’s Web site, MacRumors.com, has become such a popular technology site, he has stopped practicing medicine to blog full time.","My Son, the Blogger: An M.D. Trades Medicine for Apple Rumors","Business","Apple"
"58",8,"2008-08-04T04:00:00+0000","The proliferation of new applications and the realization that they make cellphones more popular has convinced carriers that they need to give consumers more freedom.","Applications Spur Carriers to Relax Grip on Cellphones","Business","Apple"
"59",9,"2008-07-10T04:00:00+0000","The App Store for iPhone software is the first step in an attempt to dominate the next generation of computing.","Apple’s Latest Opens a Developers’ Playground","Business","Apple"
"60",10,"2008-06-09T21:46:43+0000","Apple C.E.O. Steve Jobs discusses the new iPhone and more with CNBC's Jim Goldman.","Apple's iPhone 2.0","","Apple"
"61",1,"2008-06-10T04:00:00+0000","The company announced a new version of the iPhone with lots of new programs.","Apple Aims for the Masses With a Cheaper iPhone","Business","Apple"
"62",2,"2008-07-17T04:00:00+0000","Apple overhauls its .Mac service and calls it MobileMe, an effort to synchronize in real time all of the data on all of your computers.","In Sync to Pierce the Cloud","Business","Apple"
"63",3,"2008-04-04T20:40:38+0000","Could the city’s environmental green apple logo confuse New Yorkers over Apple’s brand identity? Lawyers for the technology company based in Cupertino, Calif., say yes.","It’s Like Comparing Apples to Apples","Metro","Apple"
"64",4,"2008-07-17T15:03:14+0000","David Pogue on some of the new applications for the iPhone.","iPhone Apps","","Apple"
"65",5,"2008-07-24T16:28:16+0000","For a company that’s so brilliant at marketing, it seems to have absolutely no clue about crisis management.","Apple's MobileMess","None","Apple"
"66",6,"2008-07-17T05:40:00+0000","Rik Fairlie makes a “Best of” list for his favorite applications for the iPhone.","Trick Out Your iPhone","Technology","Apple"
"67",7,"2008-07-17T04:00:00+0000","The Visualizer feature in iTunes lets you fill your screen with animations and patterns while your music plays.","Tip of the Week: Get Trippy Animations in iTunes","Business","Apple"
"68",8,"2008-07-17T04:00:00+0000","Apple turned on the tap for its iPhone App store last week, unleashing more than 500 applications. If you have an iPhone, you just might forget the device is capable of making phone calls","Sampling the Best of the iPhone App Store’s Diversions","Business","Apple"
"69",9,"2008-04-18T04:00:00+0000","The Green Apple Festival concerts will be held on Sunday in eight cities:.","Apple Seeds: The Lineup","Weekend","Apple"
"70",10,"2008-07-13T04:00:00+0000","Straightening out the new iPhone’s systems problems will surely be accomplished more quickly than will fully banishing the problem of Apple’s stock options imbroglio.","So the iPhone Has Problems. What About the Stock Options?","SundayBusiness","Apple"
"71",1,"2008-08-27T15:11:05+0000","For Apple Computer these are the best of times and the worst of times. It’s stealing market share from Microsoft and its stock has outpaced Google’s. But there have also been dramatic stumbles.","Apple Imperfect","None","Apple"
"72",2,"2008-08-27T15:11:05+0000","Apple’s recent problems with the iPhone, MobileMe and the Macbook Air aren’t unusual. The company has always struggled with occasional technical issues — just like its competitors.","Apple Imperfect","Business","Apple"
"73",3,"2008-07-24T15:43:00+0000","For a company that’s so brilliant at marketing, it seems to have absolutely no clue about crisis management.","Apple’s MobileMess","Business","Apple"
"74",4,"2008-01-15T18:52:45+0000","","An Apple With Juice","","Apple"
"75",5,"2008-07-12T04:00:00+0000","Apple suffered network gridlock as the first buyers of the iPhone 3G tried to activate their purchases.","iPhone Users Plagued by Software Problems","Business","Apple"
"76",6,"2008-07-24T16:28:16+0000","For a company that’s so brilliant at marketing, it seems to have absolutely no clue about crisis management.","Apple’s MobileMess","","Apple"
"77",7,"2008-12-02T18:57:22+0000","Your recent article about calvados (Aleksandra Crapanzano, Food: The Way We Eat, Nov. 23) made me think of my dad, a paratrooper in the 101st Airborne Division who parachuted into Normandy on D-Day. Among his stories from June 1944 was the memory ...","Brandy Recognition","Magazine","Apple"
"78",8,"2008-07-28T15:14:22+0000","The worst part of Apple’s handling of the problems with its MobileMe service was its smug silence on the issue. Then, on Saturday — well, knock me down with a feather.","Apple Weighs in on the MobileMe Mess","None","Apple"
"79",9,"2008-04-17T04:00:00+0000","My Apple TV isn’t showing the photos in my Pictures folder. How do I get them off my hard drive and on the television screen?","Moving Photos to an Apple TV","Business","Apple"
"80",10,"2008-04-23T12:08:13+0000","","Apple’s Unusual Acquisition","Business","Apple"
"81",1,"2008-04-23T12:08:13+0000","","Apple’s Unusual Acquisition","Business","Apple"
"82",2,"2008-09-24T00:00:00+0000","","Apple Preserves With Cardamom","","Apple"
"83",3,"2008-10-01T19:28:24+0000","Apple announced that it would no longer enforce its nondisclosure agreement for software it has released.","A Slice of Glasnost at Apple","None","Apple"
"84",4,"2008-09-25T05:00:00+0000","","Apple preserves with cardamom","IHT News","Apple"
"85",5,"2008-10-11T00:25:09+0000","A Big Apple Story.","A Big Apple Story","CityWeekly","Apple"
"86",6,"2008-12-15T22:05:52+0000","Updates to Mac laptops address some recent glitches.","Apple Attends to Bugs","","Apple"
"87",7,"2008-02-22T00:34:12+0000","Mark Bittman, a k a The Minimalist, lets a sweet, buttery apple cake have a drink.","Bourbon Apple Cake","","Apple"
"88",8,"2008-11-12T00:00:00+0000","","Apple-Pecan Tart","","Apple"
"89",9,"2008-04-14T14:40:33+0000","In proposing to buy Circuit City, Blockbuster says it wants to combine hardware, software, digital media and retail. That sounds a lot like a plan to copy Apple. So far investors are not buying it.","Blockbuster’s Apple Envy","Business","Apple"
"90",10,"2008-09-29T23:15:29+0000","Investors are worried about Apple’s sales during a recession. The bigger question is how Apple handles the slowdown.","After a Drop, Long-Term Questions for Apple","None","Apple"
"91",1,"2008-04-14T14:40:33+0000","In proposing to buy Circuit City, Blockbuster says it wants to combine hardware, software, digital media and retail. That sounds a lot like a plan to copy Apple. So far investors are not buying it.","Blockbuster’s Apple Envy","Business","Apple"
"92",2,"2008-09-29T23:15:29+0000","Investors are worried about Apple’s sales during a recession. The bigger question is how Apple handles the slowdown.","After a Drop, Long-Term Questions for Apple","None","Apple"
"93",3,"2008-04-24T04:00:00+0000","Buoyed by unusually strong Macintosh sales, the company grew notably faster than the rest of the computer market in the first three months of the year.","Apple Riding a 51% Jump in Mac Sales","Business","Apple"
"94",4,"2008-09-16T12:52:32+0000","Apple told a developer that it won’t distribute his podcasting application through the iPhone Apps Store because it competes with Apple’s iTunes software.","Apple’s Capricious Rules for iPhone Apps","None","Apple"
"95",5,"2008-11-21T00:28:44+0000","1 tablespoon butter.","Calvados Custard Apples","Magazine","Apple"
"96",6,"2008-07-12T04:00:00+0000","Thoughts about the new iPhone, an eye-popping, all-electric roadster and the self-serving gripes and paranoia of the Bear Stearns brass.","Apple’s Toy, and Other Thoughts","Business","Apple"
"97",7,"2008-09-29T23:15:29+0000","Investors are worried about Apple’s sales during a recession. The bigger question is how Apple handles the slowdown.","The Long-Term Questions for Apple","Business","Apple"
"98",8,"2008-12-01T19:42:23+0000","The Apple spoof on Sunday’s episode of “The Simpsons” was twice interrupted by commercials for Mapple — er, um, Apple.","If Apple Is Mapple, What Happens to Snapple?","Media","Apple"
"99",9,"2008-04-23T04:00:00+0000","Apple reported revenue of more than one-half billion dollars above analyst expectations and predicted continued strong sales in the current quarter.","Quarterly Income Rises 36% at Apple","Business","Apple"
"100",10,"2008-03-07T05:00:00+0000","Apple is hoping to expand the iPhone’s appeal by luring software developers to create programs for it.","Apple to Encourage iPhone Programmers","Business","Apple"
"101",1,"2008-12-11T16:59:12+0000","What to drink with southern Indian food.","Apples With Indian Food","","Apple"
"102",2,"2008-04-23T04:00:00+0000","Apple reported revenue of more than one-half billion dollars above analyst expectations and predicted continued strong sales in the current quarter.","Quarterly Income Rises 36% at Apple","Business","Apple"
"103",3,"2008-03-22T04:00:00+0000","Introducing even a hint of negativity into a review or article will bring down the wrath of Apple’s most fanatical fans.","The Thin Skin of Apple Fans","Business","Apple"
"104",4,"2008-01-08T05:00:00+0000","","EU to rule on Apple on Thursday","IHT News","Apple"
"105",5,"2008-03-07T05:00:00+0000","Apple is hoping to expand the iPhone’s appeal by luring software developers to create programs for it.","Apple to Encourage iPhone Programmers","Business","Apple"
"106",6,"2008-07-28T15:14:22+0000","","Apple Weighs In on the MobileMe Mess","","Apple"
"107",7,"2008-12-11T16:59:12+0000","What to drink with southern Indian food.","Apples With Indian Food","None","Apple"
"108",8,"2008-11-19T16:52:02+0000","An alternative to candied yams for the Thanksgiving table.","Sweet Potato Puree With Apples","Science","Apple"
"109",9,"2008-12-17T00:00:00+0000","","Babette Friedman’s Apple Cake","","Apple"
"110",10,"2008-12-10T00:00:00+0000","","Sweet Potato and Apple Purée","","Apple"
"111",1,"2008-12-16T22:33:36+0000","Apple said Steven P. Jobs would not appear at Macworld in January and that it would pull out of the conference after January’s event.","Apple’s Chief to Skip Macworld, Fueling Speculation","Business","Apple"
"112",2,"2008-12-17T05:00:00+0000","A recipe for Babette Friedman’s Apple Cake.","Babette Friedman’s Apple Cake","Dining","Apple"
"113",3,"2008-12-02T03:01:16+0000","The Big Apple Circus’s new boss, Guillaume Dufresnoy, will ensure the continuity the circus needs, especially in a tough economy.","Big Apple Circus","Editorial","Apple"
"114",4,"2008-12-26T23:13:58+0000","To collectors, the inability of Apple and EMI to get new versions of the Fab Four’s music onto the market is a symbol of how pathetic the record business has become.","Hard Day’s Night for Beatles Reissues","Culture","Apple"
"115",5,"2008-12-31T23:28:25+0000","Is there a way to turn off the iPhone’s automatic spelling correction? It gets in the way when typing.","No Spelling Help From iPhone","Business","Apple"
"116",6,"2008-12-23T21:31:05+0000","Braeburn, named for an apple, telegraphs a farm-friendly, rustic sensibility, but what winds up on your plate is confused and indecisive.","In the Village, Down Home for Dinner","Dining","Apple"
"117",7,"2008-12-22T00:45:25+0000","A start-up company called Tapulous has turned a simple game for the iPhone into an Internet-age mobile stage for musicians.","Music Games for iPhone Give Artists New Spotlight","Business","Apple"
"118",8,"2008-12-18T01:50:50+0000","Steven P. Jobs has turned Apple into a technology powerhouse — twice. But how much is he worth to the company?","‘Jobs Premium’ Is Worth Billions","Business","Apple"
"119",9,"2008-12-05T04:53:26+0000","How do you teach would-be nurses the delicate task of sensing patients’ moods? Send in the clowns.","Teaching Nurses the Value of Big, Red Noses","Metro","Apple"
"120",10,"2008-12-04T00:42:38+0000","I switched to a Mac from Windows and was wondering what type of maintenance needs to be done to keep the computer running smoothly?","Maintaining the Mac","Business","Apple"
"121",1,"2008-12-04T00:41:49+0000","Certain DVDs advertise a “Digital Copy” available — what is this?","Unlocking DVD’s Digital Copy","Business","Apple"
"122",2,"2008-12-04T00:41:19+0000","Many digital cameras will soon be getting a workout at holiday parties and family gatherings.","Tip of the Week: Extending the Life of Digital Cameras","Business","Apple"
"123",3,"2008-11-26T21:41:49+0000","The Power Slider Case from Incase simultaneously protects and charges your iPhone 3G.","A Case for Filling the iPhone 3G’s Power Vacuum","Business","Apple"
"124",4,"2008-11-08T03:07:18+0000","Apple’s new executive may have violated an agreement with his former employer, I.B.M., a New York judge ruled.","Judge Says Apple Executive Must Cease Working","Business","Apple"
"125",5,"2008-11-04T14:51:54+0000","Apple said that it planned to hire Mark Papermaster to run its iPod and iPhone hardware engineering groups.","Apple Hires I.B.M. Veteran as Device Engineer","Business","Apple"
"126",6,"2008-11-05T05:00:00+0000","A recipe for Baked Apples With Barley-Chorizo Pilaf.","Baked Apples With Barley-Chorizo Pilaf","Dining","Apple"
"127",7,"2008-11-14T01:54:40+0000","David Pogue's ongoing series about products that are no longer with us. This week: the iPod Mini.","In Memoriam: iPod Mini","","Apple"
"128",8,"2008-11-12T05:00:00+0000","The Dial-A-Slice by Amco Housewares can make 8 regular or 16 thin slices of cored apple.","If It Does Matter How You Slice It","Dining","Apple"
"129",9,"2008-10-31T11:22:00+0000","Scenes from the Big Apple Circus’s “Play On!,” performed under a little big top in Damrosch Park at Lincoln Center.","Big Apple, Big Fun","Arts","Apple"
"130",10,"2008-10-31T01:47:25+0000","I.B.M. sued Mark Papermaster, one of its top executives , on Thursday in an attempt to prevent him from taking a position at Apple.","I.B.M. Sues to Block Executive’s Move to Apple","Business","Apple"
"131",1,"2008-11-05T21:09:56+0000","Online shopping services are quickly building applications for smartphones that bring a new dimension to your next trip to the mall.","Hesitating Over a Smartphone’s Price? It Could Save You Money","Business","Apple"
"132",2,"2008-10-21T21:08:41+0000","Apple’s net income increased 26 percent, to $1.14 billion, outpacing Wall Street expectations.","Apple Tops Expectations as iPhone Use Spreads","Business","Apple"
"133",3,"2008-10-30T23:10:06+0000","“Play On!,” the 31st edition of the Big Apple Circus, performed under its little big top in Damrosch Park at Lincoln Center, shining a spotlight on the music essential to the spectacle.","One-Ring Show Sings Many Different Tunes","Weekend","Apple"
"134",4,"2008-10-30T02:38:15+0000","An MTV licensing arrangement with the Beatles may bring the band’s songs to the company’s popular Rock Band video game.","With Deal, Beatles Songs May Enter Digital Age","Business","Apple"
"135",5,"2008-10-29T19:58:36+0000","Most recent iPods have a volume-limit control on the settings menu that can be used to lower the maximum volume to a more ear-friendly level.","Tip of the Week: Limiting the Volume on Your iPod","Business","Apple"
"136",6,"2008-10-17T23:20:13+0000","In the teeth of an economic storm, Steven P. Jobs calmly keeps Apple on the same course it has been following since the skies were clear.","Why This Storm May Stay Away From Apple","SundayBusiness","Apple"
"137",7,"2008-10-14T19:37:28+0000","Steven P. Jobs, Apple’s chief executive, announced a new line of notebook computers that he said were manufactured in a new way.","A New Line From Apple: The Metal MacBook","Business","Apple"
"138",8,"2008-10-22T23:54:04+0000","Ipevo’s TR10 speakerphone, previously made for Skype users only, has been introduced for iChat.","Finally, a Speakerphone Made Just for Macs (Eat Your Heart Out, PC Fans)","Business","Apple"
"139",9,"2008-10-22T19:44:09+0000","A photograph taken 30 years ago from the General Motors Building, looking across Fifth Avenue, shows how the new Apple store has reinvented the G.M. plaza.","Making Peace With a Prominent Hole in the Ground","Metro","Apple"
"140",10,"2008-10-21T22:56:45+0000","Paul Binder, the 66-year-old founder, artistic director and ringmaster of the Big Apple Circus, will be stepping away from the tanbark next year after three decades as boss man of the little top.","Goodbye Greasepaint: Veteran Showman Exits the Tent","Culture","Apple"
"141",1,"2008-10-21T16:45:00+0000","Images of Paul Binder and the Big Apple Circus.","The Ringmaster","Arts","Apple"
"142",2,"2008-10-14T11:01:00+0000","Apple announced a new line of notebook computers that it said were manufactured in a new way.","Sleeker Laptops","Technology","Apple"
"143",3,"2008-10-04T02:33:36+0000","The false report on a CNN citizen journalist site said that Apple’s chief executive, Steven P. Jobs, had a heart attack and was hospitalized.","S.E.C. Investigates Web Report on Apple","Business","Apple"
"144",4,"2008-10-12T21:48:18+0000","In recent days there has been a range of false Internet reports that managed to gain great purchase across the globe while the truth is still logging on.","Spinning a Web of Lies at Digital Speed","Business","Apple"
"145",5,"2008-10-09T21:01:09+0000","It’s that time of year again — when bins in the area’s farmers’ markets overflow with apples, and cider from local orchards tempts.","See Cider in the Making","Regionals","Apple"
"146",6,"2008-10-09T00:05:06+0000","How can I customize my Mac’s alert noise with an MP3 sound clip instead of those stock system sounds?","A Custom Voice for a Computer","Business","Apple"
"147",7,"2008-10-07T21:39:52+0000","Google introduced a new type of e-commerce ad that YouTube users can click to buy digital goods from Apple’s iTunes or Amazon.com.","Google Puts Tunes From YouTube a Click Away","Business","Apple"
"148",8,"2008-09-18T23:31:53+0000","The fall season feels well under way at Wightman’s Farms in Harding Township. They’re well stocked with pumpkins, squash, apples and, of course, sweet cider.","Apples, Pies and Mazes","Regionals","Apple"
"149",9,"2008-09-15T22:47:37+0000","In the next two weeks, a battered music industry, facing slumping CD sales and a bleak future, will help to introduce a new service, called MySpace Music.","A Jukebox on MySpace That Takes Aim at Apple","Business","Apple"
"150",10,"2008-09-10T13:20:24+0000","Apple's Steve Jobs discusses the company's new iPods, with CNBC's Jim Goldman.","Steve Jobs on Apple","","Apple"
"151",1,"2008-09-09T23:56:19+0000","The iPhone may be Apple’s most talked-about product, but on Tuesday Apple focused attention on its most dominant franchise: the iPod and the iTunes music and video store.","Apple Turns Spotlight Back on iPod","Business","Apple"
"152",2,"2008-09-18T20:29:46+0000","A puppet show by David Pogue, featuring Microsoft's Zune and Apple's iPod music players.","Zune + iPod: A Love Story","","Apple"
"153",3,"2008-09-18T00:08:25+0000","Microsoft’s new advertising campaign is an audacious embrace of the disdainful label that Apple has gleefully affixed onto users of Microsoft products: “I’m a PC.”","Echoing the Campaign of a Rival, Microsoft Aims to Redefine ‘I’m a PC’","Business","Apple"
"154",4,"2008-09-17T22:59:45+0000","Apple introduces new iPods and Microsoft offers a Zune with more bells and whistles.","A New Zune for Serious Music Fans","Business","Apple"
"155",5,"2008-09-13T20:17:45+0000","Wall Street’s computer scientists keep trying to find quicker ways to react to the news. All this can go horribly wrong, as United Airlines learned last week.","I Got the News Instantaneously, Oh Boy","WeekInReview","Apple"
"156",6,"2008-09-05T22:59:05+0000","I don’t know how any of this stuff works, and I don’t want to pay for it. Yet, I am on the brink of buying an iPhone.","Justifying the Cost of an iPhone","Business","Apple"
"157",7,"2008-08-29T01:35:26+0000","The debut of Apple’s iPhone 3G cellphones has been a public relations headache for AT&T, after complaints of dropped calls and poor network connections.","AT&T’s Rivals Are Happy to Attack Over iPhone’s Network Woes","Business","Apple"
