"","id","created_time","snippet","headline","news_desk","company_name"
"42",2,"2008-07-12T04:00:00+0000","The Federal Aviation Administration said on Friday that it was altering a procedure for using perpendicular runways simultaneously.","2nd Landing Problem Spurs Change at J.F.K.","Metro","Boeing"
"43",3,"2008-01-30T05:00:00+0000","","Boeing earnings rise for quarter","IHT News","Boeing"
"44",4,"2008-09-07T05:00:00+0000","","Boeing workers go on strike","IHT News","Boeing"
"45",5,"2008-10-22T05:00:00+0000","","Strike hits profit at Boeing","IHT News","Boeing"
"46",6,"2008-01-16T05:00:00+0000","The company is expected to announce another delay in production of its popular 787 Dreamliner, which could frustrate some international airlines’ expansion plans. ","More Delays Expected for Boeing’s Dreamliner","Business","Boeing"
"47",7,"2008-10-13T17:16:09+0000","The striking machinists are talking to the aircraft manufacturer for the first time since they walked off the job on Sept. 6.","Back to the Bargaining Table at Boeing","","Boeing"
"48",8,"2008-03-10T04:00:00+0000","Boeing must decide by Wednesday whether to file an appeal on the Pentagon’s contract with Airbus.","In Tanker Bid, It Was Boeing vs. Bold Ideas","Business","Boeing"
"49",9,"2008-01-04T21:38:46+0000","Phil Lebeau discusses which aerospace giant is likely to win air supremacy in 2008.","The Boeing-Airbus Dog Fight","","Boeing"
"50",10,"2008-07-23T05:00:00+0000","","Boeing profit falls below expectations","IHT News","Boeing"
"51",1,"2008-01-04T21:38:46+0000","Phil Lebeau discusses which aerospace giant is likely to win air supremacy in 2008.","The Boeing-Airbus Dog Fight","","Boeing"
"52",2,"2008-09-02T05:00:00+0000","","Boeing awaits strike vote of machinists","IHT News","Boeing"
"53",3,"2008-01-16T05:00:00+0000","","Boeing confirms another Dreamliner delay","IHT News","Boeing"
"54",4,"2008-10-22T05:00:00+0000","","Strike takes toll on Boeing earnings","IHT News","Boeing"
"55",5,"2008-09-04T05:00:00+0000","","Boeing machinists vote on whether to strike","IHT News","Boeing"
"56",6,"2008-07-23T05:00:00+0000","","Boeing profit falls below expectations","IHT News","Boeing"
"57",7,"2008-08-21T05:00:00+0000","","Boeing under pressure to avert strike","IHT News","Boeing"
"58",8,"2008-04-09T04:00:00+0000","The new delivery date puts the plane, known as the Dreamliner, more than a year behind its original schedule.","Latest Delay Puts Boeing’s Dreamliner a Year Behind","Business","Boeing"
"59",9,"2008-04-09T05:00:00+0000","","Boeing delays 787 deliveries again","IHT News","Boeing"
"60",10,"2008-01-17T05:00:00+0000","Plug and play — a popular concept that allows buyers of computers and electronic games to avoid frustrating assembly — is proving hard to pull off for Boeing.","Parts Didn’t Click Together for Boeing Jet","Business","Boeing"
"61",1,"2008-04-09T04:00:00+0000","The new delivery date puts the plane, known as the Dreamliner, more than a year behind its original schedule.","Latest Delay Puts Boeing’s Dreamliner a Year Behind","Business","Boeing"
"62",2,"2008-12-07T05:00:00+0000","","More delays for Boeing 787 Dreamliner","IHT News","Boeing"
"63",3,"2008-08-21T05:00:00+0000","","Boeing under pressure to avert strike","IHT News","Boeing"
"64",4,"2008-12-11T05:00:00+0000","","Boeing again delays delivery of Dreamliner","IHT News","Boeing"
"65",5,"2008-01-04T05:00:00+0000","Boeing said that it had received orders for 1,413 commercial jets last year, setting a third consecutive annual record driven by demand from Asian and Middle Eastern airlines.","Another Record Year for Orders at Boeing","Business","Boeing"
"66",6,"2008-12-11T05:00:00+0000","","Boeing delays Dreamliner deliveries again","IHT News","Boeing"
"67",7,"2008-10-04T05:00:00+0000","","Boeing delays test flight of new Dreamliner","IHT News","Boeing"
"68",8,"2008-01-13T05:00:00+0000","","For Airbus and Boeing, a bevy of new orders","IHT News","Boeing"
"69",9,"2008-01-16T05:00:00+0000","Airbus said it had secured a record 1,341 orders for new aircraft in 2007, closely trailing Boeing as a surge in demand for air travel drove demand for new planes.","Airbus Orders Trailed Boeing in 2007","Business","Boeing"
"70",10,"2008-11-05T05:00:00+0000","","Boeing postpones first Dreamliner test flight","IHT News","Boeing"
"71",1,"2008-01-03T05:00:00+0000","","EADS claims defense win over Boeing","IHT News","Boeing"
"72",2,"2008-11-05T05:00:00+0000","","Boeing postpones first Dreamliner test flight","IHT News","Boeing"
"73",3,"2008-09-08T05:00:00+0000","","Suppliers expect trouble after Boeing strike","IHT News","Boeing"
"74",4,"2008-07-08T04:00:00+0000","The cause of the damage is unknown, but pilots heard a bang when the plane was at 18,000 feet during its descent into Tampa, Fla.","Nose Cone of Northwest Jet Dented in Flight","Business","Boeing"
"75",5,"2008-09-10T05:00:00+0000","","Boeing's strong results alter the dynamics of a strike","IHT News","Boeing"
"76",6,"2008-01-06T05:00:00+0000","","Dreamliner delay frustrates Boeing and its customers","IHT News","Boeing"
"77",7,"2008-03-10T04:00:00+0000","Boeing’s loss of the contract to a rival team was a blow not just to its corporate pride but its long-range outlook.","Boeing to Appeal Air Force Tanker Contract","ContinuousNews","Boeing"
"78",8,"2008-09-04T05:00:00+0000","","Boeing workers reject contract but delay strike","IHT News","Boeing"
"79",9,"2008-06-29T05:00:00+0000","","Boeing, EADS and the air force tanker mess","IHT News","Boeing"
"80",10,"2008-01-03T05:00:00+0000","","Gulf Air hands Boeing a  big order","IHT News","Boeing"
"81",1,"2008-01-06T05:00:00+0000","","Dreamliner delay frustrates Boeing and its customers","IHT News","Boeing"
"82",2,"2008-01-03T05:00:00+0000","","Gulf Air hands Boeing a  big order","IHT News","Boeing"
"83",3,"2008-09-10T05:00:00+0000","","Unusual dynamics shape Boeing labor dispute.","IHT News","Boeing"
"84",4,"2008-10-28T05:00:00+0000","","Boeing machinists' union to vote this week on offer","IHT News","Boeing"
"85",5,"2008-09-24T05:00:00+0000","","Airbus making headway as Boeing sits idle","IHT News","Boeing"
"86",6,"2008-01-16T05:00:00+0000","","Airbus trails Boeing in new plane orders","IHT News","Boeing"
"87",7,"2008-03-11T05:00:00+0000","","Boeing says it will file protest over tanker deal","IHT News","Boeing"
"88",8,"2008-07-17T05:00:00+0000","","Airbus increases lead over Boeing at airshow","IHT News","Boeing"
"89",9,"2008-01-03T05:00:00+0000","","For Airbus and Boeing, an unprecedented level of new orders","IHT News","Boeing"
"90",10,"2008-03-01T05:00:00+0000","A $40 billion Air Force contract for aerial refueling tankers is now partly in the hands of a foreign company.","U.S.-Europe Team Beats Out Boeing on Big Contract","Business","Boeing"
"91",1,"2008-01-03T05:00:00+0000","","For Airbus and Boeing, an unprecedented level of new orders","IHT News","Boeing"
"92",2,"2008-03-01T05:00:00+0000","A $40 billion Air Force contract for aerial refueling tankers is now partly in the hands of a foreign company.","U.S.-Europe Team Beats Out Boeing on Big Contract","Business","Boeing"
"93",3,"2008-03-11T05:00:00+0000","","Boeing says it will file protest over tanker deal","IHT News","Boeing"
"94",4,"2008-06-18T05:00:00+0000","","Boeing wins another shot at U.S. tanker contract","IHT News","Boeing"
"95",5,"2008-01-03T05:00:00+0000","","Boeing scores best delivery performance in six years","IHT News","Boeing"
"96",6,"2008-09-14T05:00:00+0000","","Boeing chief gambles on hardball with union over outsourcing","IHT News","Boeing"
"97",7,"2008-03-12T04:00:00+0000","The airline said it had grounded the planes after questions arose as to whether required testing had been done.","Southwest Grounds 38 Boeing 737s for Review","Business","Boeing"
"98",8,"2008-07-14T05:00:00+0000","","FlyDubai readies for takeoff with $4 billion Boeing order","IHT News","Boeing"
"99",9,"2008-03-12T05:00:00+0000","","Boeing formally protests changes in contract it lost to Airbus","IHT News","Boeing"
"100",10,"2008-03-12T04:00:00+0000","In its challenge to the Air Force’s award of a $35 billion contract to its rival, Boeing said the military had changed specifications to accommodate the bigger Airbus plane.","Boeing, in Contract Protest, Cites Changes to Air Tanker","Business","Boeing"
"101",1,"2008-07-14T05:00:00+0000","","FlyDubai readies for takeoff with $4 billion Boeing order","IHT News","Boeing"
"102",2,"2008-07-08T05:00:00+0000","","Airbus beat Boeing in latest round of commercial orders","IHT News","Boeing"
"103",3,"2008-03-12T04:00:00+0000","In its challenge to the Air Force’s award of a $35 billion contract to its rival, Boeing said the military had changed specifications to accommodate the bigger Airbus plane.","Boeing, in Contract Protest, Cites Changes to Air Tanker","Business","Boeing"
"104",4,"2008-04-23T05:00:00+0000","","Boeing and General Dynamics report strong quarterly profit","IHT News","Boeing"
"105",5,"2008-07-15T05:00:00+0000","","Dubai sheik buys Boeing jets for new airline","IHT News","Boeing"
"106",6,"2008-11-09T05:00:00+0000","","Indonesian national airline adds four planes to Boeing order","IHT News","Boeing"
"107",7,"2008-01-15T05:00:00+0000","With Boeing and Airbus scrambling to meet orders, analysts said the lag time between order and delivery is likely to start slowing sales.","Heavy Orders for Airbus and Boeing Raise Backlog Questions","Business","Boeing"
"108",8,"2008-02-15T05:00:00+0000","","Singapore Airshow to highlight Airbus-Boeing battle for orders","IHT News","Boeing"
"109",9,"2008-09-07T05:00:00+0000","","Strike starts at Boeing after last-minute talks fail","IHT News","Boeing"
"110",10,"2008-03-10T05:00:00+0000","","Boeing outflanked for air force tanker deal by bold ideas","IHT News","Boeing"
"111",1,"2008-12-11T13:47:08+0000","After a strike by workers and other production setbacks, Boeing confirmed it would push back deliveries of its new jet, the 787 Dreamliner, until the first quarter of 2010.","Boeing Delays Delivery of the 787 to 2010","Business","Boeing"
"112",2,"2008-12-06T01:00:42+0000","The first plane will not be delivered until 2010 at the earliest, nearly two years behind the original schedule, executives said.","New Boeing 787 Jetliner Faces Another Delay","Business","Boeing"
"113",3,"2008-12-13T21:40:17+0000","In French Guiana, a space base where the United States is the also-ran.","To the Heavens From the Jungle’s Edge","WeekInReview","Boeing"
"114",4,"2008-11-04T20:36:38+0000","In the latest setback for the new plane, the Boeing 787 will not make its first test flight this year because of delays caused by a strike of the machinists union, the airplane maker said.","Boeing Postpones Test Flight of the 787","Business","Boeing"
"115",5,"2008-10-28T03:30:01+0000","The Boeing Company and the machinists union may have a deal on a new contract that could end a 52-day strike.","Boeing and Union Reach Tentative Deal","Business","Boeing"
"116",6,"2008-10-28T15:06:37+0000","Members of the union that represents machinists at Boeing will begin voting later this week on the tentative agreement, reached Monday night.","Boeing Deal Includes a 15% Raise Over 4 Years","Business","Boeing"
"117",7,"2008-10-22T13:38:02+0000","Boeing said that its third-quarter net income dropped 38 percent because of a strike by machinists and supplier-related issues.","Earnings Drop 38% at Boeing as a Machinists’ Strike Wears On","Business","Boeing"
"118",8,"2008-10-14T02:02:03+0000","The Boeing Company, whose factories have been shut since its 27,000 machinists walked out on Sept. 6, said a new round of talks last weekend had failed.","Boeing’s Talks With Union Fail","Business","Boeing"
"119",9,"2008-10-09T03:04:44+0000","Negotiations are to resume, more than one month after the walkout began.","Boeing and Union Agree to Restart Talks","Business","Boeing"
"120",10,"2008-09-26T01:13:49+0000","There have been no negotiations between the aircraft manufacturer and the International Association of Machinists and Aerospace Workers since the strike began on Sept. 6.","Boeing Negotiations ‘at a Standstill’","Business","Boeing"
"121",1,"2008-09-10T01:30:15+0000","In struggling industries like automobiles and airlines, the bargaining power of unions has been limited by the weak positions of their employers. By contrast, Boeing is strong.","Boeing’s Strong Results Alter Strike Dynamics","Business","Boeing"
"122",2,"2008-09-05T15:13:23+0000","The strike, set to begin early Saturday, could potentially delay an important new aircraft, the Dreamliner.","Machinists Union at Boeing Says It Will Strike","Business","Boeing"
"123",3,"2008-09-06T19:56:23+0000","The union that represents 27,000 machinists in Washington State, Oregon and Kansas walked off the job as Boeing’s books are bulging with demand for its planes.","Boeing, With an Order Backlog, Is Hit by a Strike","Business","Boeing"
"124",4,"2008-09-02T19:32:47+0000","Union members are set to cast two votes that will determine whether they accept a new contract or strike at a crucial moment in the development of Boeing’s newest plane, the Dreamliner.","Boeing Awaits Machinists’ Contract Vote","Business","Boeing"
"125",5,"2008-09-05T08:04:09+0000","British air safety investigators said the Boeing 777 that crashed on approach to Heathrow Airport near London on Jan. 17 was “most probably” caused by ice in the fuel system.","Ice in Fuel Seen as Culprit in Jan. 17 Boeing 777 Crash","Foreign","Boeing"
"126",6,"2008-09-03T18:14:08+0000","Leader of the machinists’ union at Boeing agreed to return to the bargaining table early Thursday, just hours after union members voted to strike over contract negotiations.","After Strike Vote, Boeing Union Agrees to Resume Talks","Business","Boeing"
"127",7,"2008-08-30T04:24:19+0000","The Boeing Company’s largest union urged members to reject a contract offer next week and walk off the job in a strike that would shut production and may further delay the 787 Dreamliner.","Union Urges a Strike at Boeing","Business","Boeing"
"128",8,"2008-09-10T13:44:24+0000","A disputed decision about refueling tankers for the Air Force will wait until the next administration.","Pentagon Delays Decision on Air Force Tanker Contract","Business","Boeing"
"129",9,"2008-09-06T18:19:00+0000","Faith Popcorn, the trend-spotter, personifies the trends she’s spotting these days.","Walking the Walk, Tightening the Belt","SundayBusiness","Boeing"
"130",10,"2008-08-22T02:21:41+0000","The Boeing Company, seeking to win the reopened $35 billion Air Force tanker competition, said it needs more time to prepare its proposal.","Boeing Seeks More Time for Bid","Business","Boeing"
"131",1,"2008-07-15T04:00:00+0000","Sheik Ahmed bin Saeed Al-Maktoum, chairman of the Emirates Group, announced a $3.78 billion order for 54 Boeing 737-800 series jets, which he will use to start a low-fare airline, FlyDubai.","Dubai Sheik Buys Boeing Jets for New Airline","Business","Boeing"
"132",2,"2008-07-10T04:00:00+0000","A multibillion-dollar contract for refueling tankers will be reopened after a report found flaws in the original process.","Pentagon Gives Boeing New Chance at Contract","Business","Boeing"
"133",3,"2008-07-15T04:00:00+0000","Whatever the outcome of the reopened $35 billion competition for midair refueling tankers, there will be winners and losers on both sides of the Atlantic.","Air Tanker Contract Pits Airbus Against Boeing on Global Stage","Business","Boeing"
"134",4,"2008-08-01T04:00:00+0000","Despite a multiyear backlog of airplane orders at both Airbus and Boeing, aircraft manufacturers are seeing troubling signs among their customers.","High Fuel Costs Delay Airplane Orders","Business","Boeing"
"135",5,"2008-07-02T04:00:00+0000","Already facing a delay of at least 14 months on its new 787 Dreamliner aircraft, damage to the fourth of six test planes could have an effect on the full program.","Fuselage Damage May Slow Boeing","Business","Boeing"
"136",6,"2008-06-21T04:00:00+0000","Boeing said that tests on the 787 Dreamliner’s power systems were successful, putting the plane on schedule for its initial flight in the fourth quarter and delivery to customers next year.","Boeing’s Dreamliner Passes a Crucial Test","Business","Boeing"
"137",7,"2008-12-03T22:19:48+0000","The Broadway revival of “Boeing-Boeing” will play its final performance on Jan. 4.","‘Boeing-Boeing’ to Close","Culture","Boeing"
"138",8,"2008-02-15T05:00:00+0000","A revival of the 1960s farce will touch down at the Longacre Theater in April.","‘Boeing-Boeing’ Is Inbound","Weekend","Boeing"
"139",9,"2008-12-02T23:07:39+0000","“Boeing-Boeing,” the revival of Marc Camoletti’s comedy about an American architect juggling affairs with three European airline hostesses, will play its final performance on Jan. 4.","Broadway’s ‘Boeing-Boeing’ to Close","Culture","Boeing"
"140",10,"2008-07-20T04:00:00+0000","With jet fighters overhead, it was easy to be distracted at the Farnborough International Airshow last week. But for executives, there were distractions on the ground, too.","At an Air Show, Competing With the Roars and the Ringtones","SundayBusiness","Boeing"
"141",1,"2008-05-29T04:00:00+0000","Ahead of an expected W.T.O. ruling on subsides, European officials suggested this week that they would help finance the Airbus A350, the rival to the Boeing 787.","Ruling Near on Boeing-Airbus Dispute","Business","Boeing"
"142",2,"2008-07-17T04:00:00+0000","Airplane manufacturers are trying to bolster their green credentials by lauding initiatives to reduce the environmental impact of flying, as well as the cost.","The Wild Green Yonder","Business","Boeing"
"143",3,"2008-07-16T04:00:00+0000","Problems linked to the braking system of Boeing’s much-delayed 787 Dreamliner conspired with a dearth of new orders from Western airlines to darken the mood at the aerospace industry’s showcase event.","Brakes and Other Headaches at an Aircraft Show","Business","Boeing"
"144",4,"2008-04-24T04:00:00+0000","Boeing said its profits rose 38 percent, to $1.21 billion. General Dynamics said its net income jumped 32 percent, to $572 million.","Demand Lifts Boeing and General Dynamics","Business","Boeing"
"145",5,"2008-09-26T05:00:00+0000","","Boeing negotiations 'at a standstill'","IHT News","Boeing"
"146",6,"2008-04-10T04:00:00+0000","Boeing said that it was pushing back delivery of the first 787 to the third quarter of 2009, more than a year behind the original schedule.","Another Delivery Delay for Boeing’s Dreamliner","Business","Boeing"
"147",7,"2008-09-25T20:51:42+0000","Ivory Tower | Attention, U.S. News & World Report: Boeing is entering your airspace. With recruiting in mind, the aviation giant will rank colleges by crunching data on its 160,000 workers worldwide (including 35,000 engineers) and the schools the...","Boeing to Rank Colleges","","Boeing"
"148",8,"2008-01-16T05:00:00+0000","Boeing announced that it was delaying the first flight and deliveries of the 787 Dreamliner because of continued supply-chain problems.","Boeing Delays Dreamliner Again","Business","Boeing"
"149",9,"2008-03-11T17:30:40+0000","In a CNBC interview, Louis Gallois, chief executive of EADS, defends a $35 billion tanker contract with the United States Air Force.","EADS Responds to Boeing","","Boeing"
"150",10,"2008-01-30T05:00:00+0000","","Boeing earnings rise for quarter","IHT News","Boeing"
"151",1,"2008-07-12T04:00:00+0000","The Federal Aviation Administration said on Friday that it was altering a procedure for using perpendicular runways simultaneously.","2nd Landing Problem Spurs Change at J.F.K.","Metro","Boeing"
"152",2,"2008-03-11T04:00:00+0000","The G.A.O. would have 100 days to review the action, which can be expected to stoke a debate about American jobs and military competitiveness in an election year.","Boeing Says It Will Protest Tanker Deal","Business","Boeing"
"153",3,"2008-10-22T05:00:00+0000","","Strike hits profit at Boeing","IHT News","Boeing"
"154",4,"2008-09-05T05:00:00+0000","","Boeing and union to resume talks","IHT News","Boeing"
"155",5,"2008-09-07T05:00:00+0000","","Boeing workers go on strike","IHT News","Boeing"
"156",6,"2008-10-13T17:16:09+0000","The striking machinists are talking to the aircraft manufacturer for the first time since they walked off the job on Sept. 6.","Back to the Bargaining Table at Boeing","","Boeing"
"157",7,"2008-03-10T04:00:00+0000","Boeing must decide by Wednesday whether to file an appeal on the Pentagon’s contract with Airbus.","In Tanker Bid, It Was Boeing vs. Bold Ideas","Business","Boeing"
"158",8,"2008-01-16T05:00:00+0000","The company is expected to announce another delay in production of its popular 787 Dreamliner, which could frustrate some international airlines’ expansion plans. ","More Delays Expected for Boeing’s Dreamliner","Business","Boeing"
"159",9,"2008-04-09T05:00:00+0000","","Boeing to further delay delivery of 787","IHT News","Boeing"
"160",10,"2008-01-04T21:38:46+0000","Phil Lebeau discusses which aerospace giant is likely to win air supremacy in 2008.","The Boeing-Airbus Dog Fight","","Boeing"
"161",1,"2008-07-23T05:00:00+0000","","Boeing profit falls below expectations","IHT News","Boeing"
"162",2,"2008-04-09T05:00:00+0000","","Boeing to further delay delivery of 787","IHT News","Boeing"
"163",3,"2008-08-21T05:00:00+0000","","Boeing under pressure to avert strike","IHT News","Boeing"
"164",4,"2008-04-09T04:00:00+0000","The new delivery date puts the plane, known as the Dreamliner, more than a year behind its original schedule.","Latest Delay Puts Boeing’s Dreamliner a Year Behind","Business","Boeing"
"165",5,"2008-11-02T05:00:00+0000","","Boeing workers vote to return to work","IHT News","Boeing"
"166",6,"2008-09-02T05:00:00+0000","","Boeing awaits strike vote of machinists","IHT News","Boeing"
"167",7,"2008-09-04T05:00:00+0000","","Boeing machinists vote on whether to strike","IHT News","Boeing"
"168",8,"2008-10-22T05:00:00+0000","","Strike takes toll on Boeing earnings","IHT News","Boeing"
"169",9,"2008-12-11T05:00:00+0000","","Boeing again delays delivery of Dreamliner","IHT News","Boeing"
"170",10,"2008-04-09T05:00:00+0000","","Boeing delays 787 deliveries again","IHT News","Boeing"
"171",1,"2008-09-02T05:00:00+0000","","Boeing awaits strike vote of machinists","IHT News","Boeing"
"172",2,"2008-09-04T05:00:00+0000","","Boeing machinists vote on whether to strike","IHT News","Boeing"
