"","id","created_time","snippet","headline","news_desk","company_name"
"17",7,"2008-09-17T16:45:20+0000","Cisco Systems has created a virtual switch that performs the functions of its networking hardware using software alone.","Look, Ma, No Hardware: Cisco's Virtual Switch","None","Cisco"
"18",8,"2008-02-07T05:00:00+0000","","Cisco weighs on U.S. stocks","IHT News","Cisco"
"19",9,"2008-11-05T05:00:00+0000","","Cisco Systems slightly tops expectations","IHT News","Cisco"
"20",10,"2008-08-27T20:20:28+0000","From Bits: Cisco announced Wednesday that it will acquire PostPath, a venture-backed start-up that provides open-source e-mail and calendaring software, for $215 million.","Cisco to Buy PostPath For $215 Million","Business","Cisco"
"21",1,"2008-05-06T05:00:00+0000","","Revenue up, but income falls at Cisco","IHT News","Cisco"
"22",2,"2008-11-24T21:45:32+0000","Hewlett-Packard is attacking Cisco to capture a larger chunk of the $20 billion market for local area network and wireless switches.","H.P. Unit Sheds Stepchild Status to Take on Cisco","Business","Cisco"
"23",3,"2008-01-28T05:00:00+0000","Cisco Systems plans to introduce a network switch that will increase traffic capacity to 15 trillion bits of data a second.","Cisco to Sell Faster Switch for Flood of Remote Data","Business","Cisco"
"24",4,"2008-01-28T05:00:00+0000","","Cisco to introduce a faster network switch","IHT News","Cisco"
"25",5,"2008-07-02T05:00:00+0000","","Cisco to invest in ex-Soviet states","IHT News","Cisco"
"26",6,"2008-05-07T04:00:00+0000","Cisco, a bellwether stock for the technology industry, reported that net income in its third quarter declined 5.4 percent, to $1.8 billion, but that revenue rose 10 percent.","Cisco Sales Top Lowered Forecast, and Profit Declines","Business","Cisco"
"27",7,"2008-09-19T18:01:45+0000","Cisco has grabbed instant messaging specialist Jabber to build out its online collaboration software suite, which competes against Microsoft, I.B.M. and others.","Cisco Is Jabbering Its Way Into Office Cubicles","Business","Cisco"
"28",8,"2008-02-06T05:00:00+0000","","Cisco profit rises, helped by overseas demand","IHT News","Cisco"
"29",9,"2008-02-07T05:00:00+0000","The network equipment maker reported that its quarterly net income grew 7.2 percent amid growing concern that economic weakness could affect technology spending.","Despite Rise in Profit, Cisco Eases Its Forecast","Business","Cisco"
"30",10,"2008-07-24T11:53:59+0000","","Cisco Takes Pure Networks for $120 Million","Business","Cisco"
"31",1,"2008-09-19T18:44:23+0000","From Bits: On Friday, Cisco said it would buy Jabber, a privately held messaging specialist, as it continues to expand from back offices to employees’ screens.","Cisco Is Jabbering Its Way Into Office Cubicles","Business","Cisco"
"32",2,"2008-09-24T05:00:00+0000","","Cisco moves out of the data center and into the office","IHT News","Cisco"
"33",3,"2008-02-06T05:00:00+0000","","Cisco profit rises, helped by overseas demand","IHT News","Cisco"
"34",4,"2008-07-24T11:53:59+0000","","Cisco Takes Pure Networks for $120 Million","Business","Cisco"
"35",5,"2008-08-05T05:00:00+0000","","Strong sales lift Cisco's quarterly profit","IHT News","Cisco"
"36",6,"2008-10-25T05:00:00+0000","","HP unit sheds stepchild status to take on Cisco","IHT News","Cisco"
"37",7,"2008-02-07T05:00:00+0000","","A chronology of Cisco chief's comments on the state of the economy","IHT News","Cisco"
"38",8,"2008-02-06T05:00:00+0000","The network equipment maker reported that its quarterly net income grew 7.2 percent amid growing concern that economic weakness could affect technology spending this year.","Cisco Profit Up, but Shares Fall on Cautious Outlook","Business","Cisco"
"39",9,"2008-01-22T05:00:00+0000","","Cisco to buy stake in femtocell maker ip.access","IHT News","Cisco"
"40",10,"2008-05-07T05:00:00+0000","","Cisco sales meet lowered forecast, and profit declines","IHT News","Cisco"
"41",1,"2008-07-14T04:00:00+0000","Product placements woven into the plots of popular shows are a growing concern to the Federal Communications Commission and consumer groups.","Product Placements Acquire a Life of Their Own on Shows","Business","Cisco"
"42",2,"2008-02-07T05:00:00+0000","","Cisco posts higher profit, but outlook hits shares","IHT News","Cisco"
"43",3,"2008-10-06T05:00:00+0000","","Cisco reports big drop in sales as credit crisis spreads","IHT News","Cisco"
"44",4,"2008-11-29T05:00:00+0000","","With a digital stereo, Cisco systems is starting a push into home electronics","IHT News","Cisco"
"45",5,"2008-08-27T19:40:24+0000","Cisco announced Wednesday it will acquire PostPath, a venture-backed start-up that provides open-source email and calendaring software, for $215 million.","Cisco Buys E-Mail and Calendaring Start-Up for $215 Million","None","Cisco"
"46",6,"2008-08-27T19:40:24+0000","Cisco announced Wednesday it will acquire PostPath, a venture-backed start-up that provides open-source email and calendaring software, for $215 million.","Cisco Buys E-Mail and Calendaring Start-Up for $215 Million","Business","Cisco"
"47",7,"2008-05-09T04:00:00+0000","The prospect of an electronic Trojan horse, lurking in the circuitry of a computer and allowing attackers clandestine access or control, was raised again recently by the F.B.I. and the Pentagon.","F.B.I. Says the Military Had Bogus Computer Gear","Business","Cisco"
"48",8,"2008-10-23T10:58:25+0000","","Sun Loses Co-Founder to Start-Up","Business","Cisco"
"49",9,"2008-11-12T04:01:59+0000","The Yankees, still looking for pitching help, detoured on Tuesday into discussions of wireless technology, the convergence of video, Internet and voice, and killer apps.","Boldly Going Where No Stadium Has Gone Before","Sports","Cisco"
"50",10,"2008-02-05T22:07:26+0000","","How To Be Positive In a Bear Market","Business","Cisco"
"51",1,"2008-10-23T05:00:00+0000","","Sun loses co-founder to start-up","IHT News","Cisco"
"52",2,"2008-02-05T22:07:26+0000","","How To Be Positive In a Bear Market","Business","Cisco"
"53",3,"2008-03-30T04:00:00+0000","More businesses are learning how to buy the great ideas of others.","Thinking Outside the Company’s Box","SundayBusiness","Cisco"
"54",4,"2008-02-07T05:00:00+0000","","Stocks tumble in Europe; Wall Street pointed down","IHT News","Cisco"
"55",5,"2008-05-27T04:00:00+0000","Q & A with Stuart Elliott.","Q & A with Stuart Elliott","Business","Cisco"
"56",6,"2008-06-03T05:00:00+0000","","Videoconferencing gains as travel costs rise","IHT News","Cisco"
"57",7,"2008-07-14T13:27:37+0000","The F.C.C. may mandate clearer disclosure of product placement deals.","Do Product Placements Need Disclaimers?","Media","Cisco"
"58",8,"2008-01-25T16:21:07+0000","","Where Social Responsibility Meets the Bottom Line","","Cisco"
"59",9,"2008-12-17T01:01:00+0000","Smoked Bering cisco is available for sale at Acme Smoked Fish in Greenpoint, Brooklyn.","Alaskan Catch for the Holiday Table","Dining","Cisco"
"60",10,"2008-04-02T17:06:24+0000","A security company says VoIP phone systems are as vulnerable to intrusions and spying as PCs. VoIP companies cry foul.","VoIP System Security: Time to Worry, or Maybe Not","Business","Cisco"
"61",1,"2008-05-09T05:00:00+0000","","U.S. military had counterfeit computer gear, FBI says","IHT News","Cisco"
"62",2,"2008-05-09T05:00:00+0000","","U.S. military had counterfeit computer gear, FBI says","IHT News","Cisco"
"63",3,"2008-10-06T11:15:23+0000","","Blackarrow Takes $20 Million","Business","Cisco"
"64",4,"2008-08-29T01:37:44+0000","Judy Estrin, a serial technology entrepreneur, says in a new book that Silicon Valley — and the country — are facing a crisis of innovation.","Does Silicon Valley Face an Innovation Crisis?","Business","Cisco"
"65",5,"2008-08-29T01:37:44+0000","Judy Estrin, a serial technology entrepreneur, says in a new book that Silicon Valley — and the country — are facing a crisis of innovation.","Does Silicon Valley Face an Innovation Crisis?","None","Cisco"
"66",6,"2008-10-06T13:08:01+0000","I.B.M. is releasing a test version of Project Bluehouse — an online collaboration suite that challenges products from Microsoft and Cisco.","I.B.M. Releases Bluehouse for Collaboration","Business","Cisco"
"67",7,"2008-09-25T13:27:27+0000","A new Hollywood-backed group begins a campaign to get Internet providers to block the unauthorized exchange of copyrighted files.","Hollywood Wants Internet Providers to Block Copyrighted Files","Business","Cisco"
"68",8,"2008-04-22T11:35:26+0000","","Motorola Ponies Up for VirtualLogix","Business","Cisco"
"69",9,"2008-09-25T13:27:27+0000","A new Hollywood-backed group begins a campaign to get Internet providers to block the unauthorized exchange of copyrighted files.","Hollywood Wants Internet Providers to Block Copyrighted Files","None","Cisco"
"70",10,"2008-08-29T10:32:14+0000","From Bits: Judy Estrin, who has built several Silicon Valley companies and was the chief technology officer of Cisco Systems, says Silicon Valley is in trouble, and in a new book writes that the valley’s problems are symptomatic of an innovation c...","Silicon Valley’s Innovation Crisis?","Business","Cisco"
"71",1,"2008-04-15T11:13:56+0000","","Move Networks Rounds Up $46 Million from Media Investors","Business","Cisco"
"72",2,"2008-02-10T05:00:00+0000","","Damage to European economies may prove deeper than officials acknowledge","IHT News","Cisco"
"73",3,"2008-02-28T11:30:01+0000","","Proofpoint Raises $28 Million","Business","Cisco"
"74",4,"2008-02-21T05:00:00+0000","","European stocks rise after gains in Asia","IHT News","Cisco"
"75",5,"2008-10-15T05:00:00+0000","","Bust finally reaches technology industry","IHT News","Cisco"
"76",6,"2008-05-19T04:00:00+0000","A campaign promoting the newest museum in New York, the Sports Museum of America, presents it as a special place that celebrates the power of sports.","Bats in This Museum Don’t Have Wings","Business","Cisco"
"77",7,"2008-07-14T05:00:00+0000","","Product placements acquire a life of their own on shows","IHT News","Cisco"
"78",8,"2008-07-14T05:00:00+0000","","Product placement becomes part of the plot","IHT News","Cisco"
"79",9,"2008-12-22T05:00:00+0000","","U.S. shares turn lower amid quiet trading","IHT News","Cisco"
"80",10,"2008-07-22T05:00:00+0000","","Brocade to acquire Foundry for $3 billion","IHT News","Cisco"
"81",1,"2008-01-29T12:16:15+0000","","Ebay Picks Up Fraud Sciences for $169 Million","Business","Cisco"
"82",2,"2008-11-25T17:34:40+0000","Hewlett-Packard appears largely unfazed by the economic turmoil that is making so many of its peers nervous.","Mark Hurd Is Calm in the Eye of the Storm","Business","Cisco"
"83",3,"2008-09-23T13:45:26+0000","Oracle makes its third attempt to go after Microsoft’s collaboration software with a new suite called Beehive.","Oracle’s Homegrown Push to Out-Collaborate Microsoft","Business","Cisco"
"84",4,"2008-07-22T18:01:49+0000","Video teleconferencing is growing more popular, thanks in part to high fuel prices. But is this the beginning of a deeper shift in how corporations and their employees work?","Technology’s Next Wave: Transforming Teamwork and Travel?","Business","Cisco"
"85",5,"2008-07-22T18:01:49+0000","Video teleconferencing is growing more popular, thanks in part to high fuel prices. But is this the beginning of a deeper shift in how corporations and their employees work?","Technology's Next Wave: Transforming Teamwork and Travel?","None","Cisco"
"86",6,"2008-07-22T11:51:33+0000","","Brocade Pays $3 Billion for Foundry Networks","Business","Cisco"
"87",7,"2008-06-17T04:00:00+0000","Engineers who run data centers are in high demand as the growth in such facilities struggles to keep up with the increasing demands of Internet-era computing.","Demand for Data Puts Engineers in Spotlight","Business","Cisco"
"88",8,"2008-09-23T13:45:26+0000","Oracle makes its third attempt to go after Microsoft’s collaboration software with a new suite called Beehive.","Oracle's Homegrown Push to Out-Collaborate Microsoft","None","Cisco"
"89",9,"2008-05-13T03:11:09+0000","“We just want to build a service that people love,” the CEO of the online video site Hulu says.","Upfronts: Hulu Wants That Loving Feeling","Media","Cisco"
"90",10,"2008-07-22T04:00:00+0000","As travel costs rise and airlines cut back service, companies large and small are rethinking the face-to-face meeting -- and business travel as well.","As Travel Costs Rise, More Meetings Go Virtual","Business","Cisco"
"91",1,"2008-06-27T22:50:13+0000","AT&T is moving its headquarters from San Antonio to Dallas. Remember the Alamo!","AT&T Moves to Dallas, but Is That an Improvement?","Business","Cisco"
"92",2,"2008-05-05T04:00:00+0000","Economic indicators slow to a trickle this week, and earnings season comes to a close.","The Week’s Major Economic Reports","Business","Cisco"
"93",3,"2008-08-04T04:00:00+0000","Economic news will be led by the Federal Reserve’s meeting on Tuesday to discuss the economy and interest rate policy.","The Week’s Major Economic Reports","Business","Cisco"
"94",4,"2008-06-21T04:00:00+0000","Two successful portfolio managers, one oriented toward growth and the other toward value, offer ideas about where stock market bargains might be found.","Pinpointing Bargains, Big or Small","Business","Cisco"
"95",5,"2008-07-09T05:00:00+0000","","U.S. stocks can't maintain rally while global stocks gain","IHT News","Cisco"
"96",6,"2008-11-03T00:35:11+0000","Economic events for the week of Nov. 3, 2008.","The Week Ahead","Business","Cisco"
"97",7,"2008-07-09T05:00:00+0000","","Wall Street tumbles on renewed credit jitters","IHT News","Cisco"
"98",8,"2008-01-06T05:00:00+0000","","U.S. patent case likely to redefine royalties","IHT News","Cisco"
"99",9,"2008-01-03T05:00:00+0000","","Plaxo reported to be on auction block","IHT News","Cisco"
"100",10,"2008-10-17T20:54:39+0000","Security firms say spam levels dipped only slightly in the wake of the Federal Trade Commission’s spam bust this week.","Did the HerbalKing Takedown Decrease Spam?","Business","Cisco"
"101",1,"2008-04-15T04:00:00+0000","Only 350 miles separate the two California business cultures, but executives are once more trying to bridge the gap between technology and entertainment.","Bridging the Gap, the Sequel","Business","Cisco"
"102",2,"2008-07-09T05:00:00+0000","","Wall Street tumbles on renewed credit jitters","IHT News","Cisco"
"103",3,"2008-03-13T04:00:00+0000","User demand for the Internet could outpace network capacity by 2011, some analysts warn.","Video Road Hogs Stir Fear of Internet Traffic Jam","Business","Cisco"
"104",4,"2008-01-03T13:03:12+0000","","Plaxo, a Social Network, Said to Be for Sale","Business","Cisco"
"105",5,"2008-10-30T23:55:40+0000","Silicon Valley leaders take a public stand against a ballot measure to ban same-sex marriage in California.","Silicon Valley Leaders Oppose Gay-Marriage Ban","Business","Cisco"
"106",6,"2008-11-13T05:00:00+0000","","Led by Intel, chip makers cut outlook","IHT News","Cisco"
"107",7,"2008-11-12T22:55:26+0000","The forecasts suggest that the technology industry is about to enter a slump that will rival or possibly exceed the dot-com bust of 2001.","Led by Intel, Chip Makers Cut Outlook","Business","Cisco"
"108",8,"2008-04-18T00:08:58+0000","","NBC Puts Product Placement Online","Media","Cisco"
"109",9,"2008-10-13T17:17:45+0000","","Software Deals May Heat Up, Analyst Says","Business","Cisco"
"110",10,"2008-09-27T03:52:59+0000","Hanging out with the rapper Shwayze and Cisco Adler at the opening of a Steve Madden store on Rivington Street.","Two Is an Odd Number","Styles","Cisco"
"111",1,"2008-12-29T01:21:32+0000","The dominant provider of the digital pipes that run the Internet is making a big play in digital entertainment.","With a Digital Stereo, Cisco Systems Is Starting a Push Into Home Electronics","Business","Cisco"
"112",2,"2008-11-06T19:02:25+0000","A look at the networking giant's better than expected results and outlook, with John Chambers, Cisco chairman and C.E.O.","Cisco Earnings","","Cisco"
"113",3,"2008-11-05T21:32:51+0000","The company announced first-quarter net income of $2.2 billion, edging past Wall Street expectations.","Cisco Systems Slightly Tops Expectations","Business","Cisco"
"114",4,"2008-11-15T02:45:11+0000","In the span of a few weeks, orders for technology products have collapsed and workers have been laid off.","Tech Companies, Long Insulated, Now Feel Slump","Business","Cisco"
"115",5,"2008-10-23T05:27:29+0000","Andreas von Bechtolsheim is resigning as chief architect of Sun Microsystems to focus on a start-up that is challenging another industry giant, Cisco Systems.","Sun Loses Co-Founder to Start-Up","Business","Cisco"
"116",6,"2008-09-24T01:31:56+0000","These days, Cisco is peddling e-mail software, video conferencing systems, cable TV boxes, and other products known as unified communications.","Cisco Tries to Break Out of the Data Center Role","Business","Cisco"
"117",7,"2008-09-27T18:28:05+0000","In industries from technology to finance to sales, nonassigned work spaces — also known as nonterritorial work spaces, mobile platforms and hot desks — are gaining popularity.","The Anywhere, Anytime Office","SundayBusiness","Cisco"
"118",8,"2008-08-05T20:25:50+0000","Cisco Systems, the largest maker of networking equipment, reported that its net income in the fourth quarter rose 4.4 percent, to $2 billion, from a year ago.","Cisco Sales Rise, Despite Concerns","Business","Cisco"
"119",9,"2008-05-07T14:26:04+0000","Earnings results and a company outlook with John Chambers, Cisco chairman and C.E.O.","Cisco Beats the Street","","Cisco"
"120",10,"2008-05-07T04:00:00+0000","Cisco, a bellwether stock for the technology industry, reported that net income in the third quarter declined 5.4 percent, to $1.8 billion, but that revenue rose 10 percent.","Revenue Up, but Income Falls at Cisco","Business","Cisco"
"121",1,"2008-10-08T19:18:45+0000","Cisco Systems is forging closer ties with Indian computer services companies and making Bangalore a strategic hub for its senior managers.","Cisco’s Future Leads to India","Business","Cisco"
"122",2,"2008-05-07T05:00:00+0000","","Cisco's earnings beat expectations","IHT News","Cisco"
"123",3,"2008-11-29T05:00:00+0000","","Cisco wants to entertain you","IHT News","Cisco"
"124",4,"2008-01-09T12:20:58+0000","","Cisco Systems Connects With SoonR","Business","Cisco"
"125",5,"2008-07-02T10:35:28+0000","","Cisco Invests in Russian Fund","Business","Cisco"
"126",6,"2008-01-09T13:42:50+0000","Ever wonder who buys those big, big TVs? Ever wonder if they ever get used?","Too Much TV for Cisco","Business","Cisco"
"127",7,"2008-09-17T16:45:20+0000","Cisco Systems has created a virtual switch that performs the functions of its networking hardware using software alone.","Look, Ma, No Hardware: Cisco's Virtual Switch","None","Cisco"
"128",8,"2008-02-07T05:00:00+0000","","Cisco weighs on U.S. stocks","IHT News","Cisco"
"129",9,"2008-01-28T05:00:00+0000","","Cisco to introduce a faster network switch","IHT News","Cisco"
"130",10,"2008-05-06T05:00:00+0000","","Revenue up, but income falls at Cisco","IHT News","Cisco"
"131",1,"2008-11-24T21:45:32+0000","Hewlett-Packard is attacking Cisco to capture a larger chunk of the $20 billion market for local area network and wireless switches.","H.P. Unit Sheds Stepchild Status to Take on Cisco","Business","Cisco"
"132",2,"2008-01-28T05:00:00+0000","Cisco Systems plans to introduce a network switch that will increase traffic capacity to 15 trillion bits of data a second.","Cisco to Sell Faster Switch for Flood of Remote Data","Business","Cisco"
"133",3,"2008-05-06T05:00:00+0000","","Revenue up, but income falls at Cisco","IHT News","Cisco"
"134",4,"2008-01-28T05:00:00+0000","","Cisco to introduce a faster network switch","IHT News","Cisco"
"135",5,"2008-07-02T05:00:00+0000","","Cisco to invest in ex-Soviet states","IHT News","Cisco"
"136",6,"2008-05-07T04:00:00+0000","Cisco, a bellwether stock for the technology industry, reported that net income in its third quarter declined 5.4 percent, to $1.8 billion, but that revenue rose 10 percent.","Cisco Sales Top Lowered Forecast, and Profit Declines","Business","Cisco"
"137",7,"2008-09-19T18:01:45+0000","Cisco has grabbed instant messaging specialist Jabber to build out its online collaboration software suite, which competes against Microsoft, I.B.M. and others.","Cisco Is Jabbering Its Way Into Office Cubicles","Business","Cisco"
"138",8,"2008-02-06T05:00:00+0000","","Cisco profit rises, helped by overseas demand","IHT News","Cisco"
"139",9,"2008-02-07T05:00:00+0000","The network equipment maker reported that its quarterly net income grew 7.2 percent amid growing concern that economic weakness could affect technology spending.","Despite Rise in Profit, Cisco Eases Its Forecast","Business","Cisco"
"140",10,"2008-07-24T11:53:59+0000","","Cisco Takes Pure Networks for $120 Million","Business","Cisco"
"141",1,"2008-09-19T18:44:23+0000","From Bits: On Friday, Cisco said it would buy Jabber, a privately held messaging specialist, as it continues to expand from back offices to employees’ screens.","Cisco Is Jabbering Its Way Into Office Cubicles","Business","Cisco"
"142",2,"2008-02-06T05:00:00+0000","","Cisco profit rises, helped by overseas demand","IHT News","Cisco"
"143",3,"2008-09-24T05:00:00+0000","","Cisco moves out of the data center and into the office","IHT News","Cisco"
"144",4,"2008-07-24T11:53:59+0000","","Cisco Takes Pure Networks for $120 Million","Business","Cisco"
"145",5,"2008-08-05T05:00:00+0000","","Strong sales lift Cisco's quarterly profit","IHT News","Cisco"
"146",6,"2008-10-25T05:00:00+0000","","HP unit sheds stepchild status to take on Cisco","IHT News","Cisco"
"147",7,"2008-02-06T05:00:00+0000","The network equipment maker reported that its quarterly net income grew 7.2 percent amid growing concern that economic weakness could affect technology spending this year.","Cisco Profit Up, but Shares Fall on Cautious Outlook","Business","Cisco"
"148",8,"2008-02-07T05:00:00+0000","","A chronology of Cisco chief's comments on the state of the economy","IHT News","Cisco"
"149",9,"2008-01-22T05:00:00+0000","","Cisco to buy stake in femtocell maker ip.access","IHT News","Cisco"
"150",10,"2008-05-07T05:00:00+0000","","Cisco sales meet lowered forecast, and profit declines","IHT News","Cisco"
"151",1,"2008-07-14T04:00:00+0000","Product placements woven into the plots of popular shows are a growing concern to the Federal Communications Commission and consumer groups.","Product Placements Acquire a Life of Their Own on Shows","Business","Cisco"
"152",2,"2008-02-07T05:00:00+0000","","Cisco posts higher profit, but outlook hits shares","IHT News","Cisco"
"153",3,"2008-10-06T05:00:00+0000","","Cisco reports big drop in sales as credit crisis spreads","IHT News","Cisco"
"154",4,"2008-11-29T05:00:00+0000","","With a digital stereo, Cisco systems is starting a push into home electronics","IHT News","Cisco"
"155",5,"2008-08-27T19:40:24+0000","Cisco announced Wednesday it will acquire PostPath, a venture-backed start-up that provides open-source email and calendaring software, for $215 million.","Cisco Buys E-Mail and Calendaring Start-Up for $215 Million","None","Cisco"
"156",6,"2008-08-27T19:40:24+0000","Cisco announced Wednesday it will acquire PostPath, a venture-backed start-up that provides open-source email and calendaring software, for $215 million.","Cisco Buys E-Mail and Calendaring Start-Up for $215 Million","Business","Cisco"
"157",7,"2008-05-09T04:00:00+0000","The prospect of an electronic Trojan horse, lurking in the circuitry of a computer and allowing attackers clandestine access or control, was raised again recently by the F.B.I. and the Pentagon.","F.B.I. Says the Military Had Bogus Computer Gear","Business","Cisco"
"158",8,"2008-10-23T10:58:25+0000","","Sun Loses Co-Founder to Start-Up","Business","Cisco"
"159",9,"2008-11-12T04:01:59+0000","The Yankees, still looking for pitching help, detoured on Tuesday into discussions of wireless technology, the convergence of video, Internet and voice, and killer apps.","Boldly Going Where No Stadium Has Gone Before","Sports","Cisco"
"160",10,"2008-06-10T10:18:49+0000","","WiMax Backers Seek to Encourage Use by Pooling Patents","Business","Cisco"
"161",1,"2008-02-05T22:07:26+0000","","How To Be Positive In a Bear Market","Business","Cisco"
"162",2,"2008-10-23T05:00:00+0000","","Sun loses co-founder to start-up","IHT News","Cisco"
"163",3,"2008-03-30T04:00:00+0000","More businesses are learning how to buy the great ideas of others.","Thinking Outside the Company’s Box","SundayBusiness","Cisco"
"164",4,"2008-02-07T05:00:00+0000","","Stocks tumble in Europe; Wall Street pointed down","IHT News","Cisco"
"165",5,"2008-05-27T04:00:00+0000","Q & A with Stuart Elliott.","Q & A with Stuart Elliott","Business","Cisco"
"166",6,"2008-06-03T05:00:00+0000","","Videoconferencing gains as travel costs rise","IHT News","Cisco"
"167",7,"2008-07-14T13:27:37+0000","The F.C.C. may mandate clearer disclosure of product placement deals.","Do Product Placements Need Disclaimers?","Media","Cisco"
"168",8,"2008-01-25T16:21:07+0000","","Where Social Responsibility Meets the Bottom Line","","Cisco"
"169",9,"2008-12-17T01:01:00+0000","Smoked Bering cisco is available for sale at Acme Smoked Fish in Greenpoint, Brooklyn.","Alaskan Catch for the Holiday Table","Dining","Cisco"
"170",10,"2008-04-02T17:06:24+0000","A security company says VoIP phone systems are as vulnerable to intrusions and spying as PCs. VoIP companies cry foul.","VoIP System Security: Time to Worry, or Maybe Not","Business","Cisco"
"171",1,"2008-05-09T05:00:00+0000","","U.S. military had counterfeit computer gear, FBI says","IHT News","Cisco"
"172",2,"2008-05-09T05:00:00+0000","","U.S. military had counterfeit computer gear, FBI says","IHT News","Cisco"
"173",3,"2008-10-06T11:15:23+0000","","Blackarrow Takes $20 Million","Business","Cisco"
"174",4,"2008-08-29T01:37:44+0000","Judy Estrin, a serial technology entrepreneur, says in a new book that Silicon Valley — and the country — are facing a crisis of innovation.","Does Silicon Valley Face an Innovation Crisis?","Business","Cisco"
"175",5,"2008-08-29T01:37:44+0000","Judy Estrin, a serial technology entrepreneur, says in a new book that Silicon Valley — and the country — are facing a crisis of innovation.","Does Silicon Valley Face an Innovation Crisis?","None","Cisco"
"176",6,"2008-10-06T13:08:01+0000","I.B.M. is releasing a test version of Project Bluehouse — an online collaboration suite that challenges products from Microsoft and Cisco.","I.B.M. Releases Bluehouse for Collaboration","Business","Cisco"
"177",7,"2008-09-25T13:27:27+0000","A new Hollywood-backed group begins a campaign to get Internet providers to block the unauthorized exchange of copyrighted files.","Hollywood Wants Internet Providers to Block Copyrighted Files","Business","Cisco"
"178",8,"2008-08-29T10:32:14+0000","From Bits: Judy Estrin, who has built several Silicon Valley companies and was the chief technology officer of Cisco Systems, says Silicon Valley is in trouble, and in a new book writes that the valley’s problems are symptomatic of an innovation c...","Silicon Valley’s Innovation Crisis?","Business","Cisco"
"179",9,"2008-04-22T11:35:26+0000","","Motorola Ponies Up for VirtualLogix","Business","Cisco"
"180",10,"2008-09-25T13:27:27+0000","A new Hollywood-backed group begins a campaign to get Internet providers to block the unauthorized exchange of copyrighted files.","Hollywood Wants Internet Providers to Block Copyrighted Files","None","Cisco"
"181",1,"2008-04-15T11:13:56+0000","","Move Networks Rounds Up $46 Million from Media Investors","Business","Cisco"
"182",2,"2008-02-10T05:00:00+0000","","Damage to European economies may prove deeper than officials acknowledge","IHT News","Cisco"
"183",3,"2008-02-28T11:30:01+0000","","Proofpoint Raises $28 Million","Business","Cisco"
"184",4,"2008-02-21T05:00:00+0000","","European stocks rise after gains in Asia","IHT News","Cisco"
"185",5,"2008-10-15T05:00:00+0000","","Bust finally reaches technology industry","IHT News","Cisco"
"186",6,"2008-07-14T05:00:00+0000","","Product placements acquire a life of their own on shows","IHT News","Cisco"
"187",7,"2008-07-14T05:00:00+0000","","Product placement becomes part of the plot","IHT News","Cisco"
"188",8,"2008-12-22T05:00:00+0000","","U.S. shares turn lower amid quiet trading","IHT News","Cisco"
