"","id","created_time","snippet","headline","news_desk","company_name"
"17",7,"2008-08-28T01:41:51+0000","To the Editor:.","Risks of Cervical Cancer: The View From Merck","Letters","Merck & co"
"18",8,"2008-04-15T04:00:00+0000","Merck drafted dozens of studies for a best-selling drug, then lined up prestigious doctors to put their names on the reports before publication, according to an article in a leading medical journal.","Ghostwriters Used in Vioxx Studies, Article Says","Business","Merck & co"
"19",9,"2008-04-01T04:00:00+0000","A doctor who led a key trial of two heart drugs accused their makers, Merck and Schering-Plough, last July of hiding the negative results.","Accusations of Delays in Releasing Drug Results","Business","Merck & co"
"20",10,"2008-04-19T04:00:00+0000","A report indicating that Merck used ghostwriters to produce articles in support of its drug Vioxx has galvanized opponents to a proposal that would relax some restrictions on drug promotion.","F.D.A. Plan on Medical Articles Takes More Heat","Business","Merck & co"
"21",1,"2008-10-22T05:00:00+0000","","U.S.  drug makers face mounting problems","IHT News","Merck & co"
"22",2,"2008-09-11T05:00:00+0000","","ImClone says it has a new suitor","IHT News","Merck & co"
"23",3,"2008-04-01T05:00:00+0000","","Drug firms accused of delaying test results","IHT News","Merck & co"
"24",4,"2008-07-18T05:00:00+0000","","Human trial for vaccine against HIV is canceled","IHT News","Merck & co"
"25",5,"2008-01-22T05:00:00+0000","Is an attorney’s fierce devotion to an individual client’s interests a passé concept?","In Vioxx Settlement, Testing a Legal Ideal: A Lawyer’s Loyalty","National","Merck & co"
"26",6,"2008-07-18T04:00:00+0000","A trial of a vaccine against the AIDS virus was canceled because officials said it was unlikely to prove effective.","Trial for Vaccine Against H.I.V. Is Canceled","National","Merck & co"
"27",7,"2008-07-17T05:00:00+0000","","Plans for human trial of AIDS vaccine is canceled","IHT News","Merck & co"
"28",8,"2008-01-15T05:00:00+0000","A clinical trial of Zetia, a widely used cholesterol drug, has raised questions about its effectiveness and the behavior of pharmaceutical companies that conducted the study.","Study Reveals Doubt on Drug for Cholesterol","Business","Merck & co"
"29",9,"2008-08-19T05:00:00+0000","","Cervical cancer vaccine is popular, but fails to cure doubts","IHT News","Merck & co"
"30",10,"2008-04-01T05:00:00+0000","","Drug firms accused of delaying test results","IHT News","Merck & co"
"31",1,"2008-08-29T16:40:54+0000","A look at the role the news media played in promoting vaccines for girls to prevent cervical cancer.","Blaming the Media for Gardasil Hype","Science","Merck & co"
"32",2,"2008-12-06T05:30:11+0000","A reflection on the life of Charles Wyman Morse, a financial falcon and virtuoso flimflammer.","Lost and Found New York","OpEd","Merck & co"
"33",3,"2008-01-14T05:00:00+0000","The outcome of a trial that failed to show that Zetia has any medical benefits adds to concerns over the drug.","Drug Has No Benefit in Trial, Makers Say","Business","Merck & co"
"34",4,"2008-09-10T13:23:43+0000","ImClone threw a wrench into a $4.5 billion takeover effort by Bristol-Myers Squibb by saying it was entertaining a higher offer from a new suitor.","Higher Bid for ImClone Puts Bristol on Defensive","Business","Merck & co"
"35",5,"2008-09-11T11:05:40+0000","","Higher Bid for ImClone Puts Bristol on Defensive","Business","Merck & co"
"36",6,"2008-01-17T05:00:00+0000","Following results of recent clinical trials on popular cholesterol drugs, cardiologists are questioning whether a patient’s cholesterol should be all that matters.","New Questions on Treating Cholesterol","Business","Merck & co"
"37",7,"2008-01-17T05:00:00+0000","","The danger of cholesterol is called into question","IHT News","Merck & co"
"38",8,"2008-01-24T05:00:00+0000","The American Heart Association defended the drug Vytorin, an expensive drug combination for cholesterol, which was shown last week to work no better than Zocor, a cheaper alternative.","Heart Group Backs Drug Made by Ally","Business","Merck & co"
"39",9,"2008-11-24T20:42:15+0000","River blindness is one of a handful of diseases hovering close to eradication but hard to finish off.","Ivory Coast Threatened With a Resurgence of River Blindness","Science","Merck & co"
"40",10,"2008-03-31T04:00:00+0000","The drugs Vytorin and Zetia may not work and should be used only as a last resort, The New England Journal of Medicine and a panel of cardiologists at a major cardiology conference said on Sunday.","Doubt Cast on 2 Drugs Used to Lower Cholesterol","Business","Merck & co"
"41",1,"2008-03-31T04:00:00+0000","The drugs Vytorin and Zetia may not work and should be used only as a last resort, The New England Journal of Medicine and a panel of cardiologists at a major cardiology conference said on Sunday.","Doubt Cast on 2 Drugs Used to Lower Cholesterol","Business","Merck & co"
"42",2,"2008-05-05T05:00:00+0000","","Have cholesterol drugs passed their peak?","IHT News","Merck & co"
"43",3,"2008-03-31T05:00:00+0000","","Journal warns cholesterol drugs Vytorin and Zetia may not work","IHT News","Merck & co"
"44",4,"2008-09-27T19:50:06+0000","Congress should move quickly to pass legislation to force drug companies to publicly disclose their payments to doctors.","Whose Best Interest?","Editorial","Merck & co"
"45",5,"2008-03-30T04:00:00+0000","The drugs may not work and should be used only as a last resort, The New England Journal of Medicine said.","Journal Issues Warning on Two Cholesterol Drugs","Business","Merck & co"
"46",6,"2008-09-02T01:21:22+0000","Zetia and Vytorin are heavily prescribed despite a lack of proof the cholesterol drugs help to prolong life or prevent heart attacks.","For Widely Used Drug, Question of Usefulness Is Still Lingering","Business","Merck & co"
"47",7,"2008-11-20T20:17:40+0000","Federal officials urged doctors and state health agencies to be more vigilant for suspected cases of Haemophilus influenzae type B in children under 5.","Better Tracking of a Childhood Infection Needed, Officials Say","Science","Merck & co"
"48",8,"2008-10-10T14:01:01+0000","Notable research studies now recruiting patients.","Selected Studies: Shingles","Science","Merck & co"
"49",9,"2008-09-02T05:00:00+0000","","Question of usefulness lingers for cholesterol drug","IHT News","Merck & co"
"50",10,"2008-07-13T12:31:35+0000","Forget the peas. Pass the statins.","Palpitations Over Pills for Kids","Science","Merck & co"
"51",1,"2008-09-02T05:00:00+0000","","Question of usefulness lingers for cholesterol drug","IHT News","Merck & co"
"52",2,"2008-05-05T05:00:00+0000","","New cholesterol drugs face tough regulatory climate","IHT News","Merck & co"
"53",3,"2008-10-17T12:29:22+0000","Pfizer said that it had an $894 million deal to end more than 90 percent of personal injury suits brought by people claiming the drugs caused heart attacks, strokes or other harm.","Pfizer to Settle Claims Over Bextra and Celebrex","Business","Merck & co"
"54",4,"2008-09-30T00:58:27+0000","Science Times asked some of its contributors for their favorite resources on health, whether online or in print.","Favorite Health Resources","Science","Merck & co"
"55",5,"2008-05-16T04:00:00+0000","People 60 or older should be vaccinated with Zostavax against shingles, a painful disorder related to chickenpox.","Shingles Vaccine Recommended","National","Merck & co"
"56",6,"2008-02-04T05:00:00+0000","","Regulator orders drug companies to study suicide risk during trials","IHT News","Merck & co"
"57",7,"2008-07-21T05:00:00+0000","","Wall Street rally sputters as dollar loses ground","IHT News","Merck & co"
"58",8,"2008-01-30T05:00:00+0000","","U.S. stocks gain after Fed announcement","IHT News","Merck & co"
"59",9,"2008-02-24T05:00:00+0000","A new front for the fight against cervical cancer involves boys.","Vaccinating Boys for Girls’ Sake?","Styles","Merck & co"
"60",10,"2008-01-04T05:00:00+0000","","IBM earnings help to lift U.S. stocks","IHT News","Merck & co"
"61",1,"2008-07-27T04:00:00+0000","Elizabeth Baer Krieger and Evan Mitchell Silverman were married on Saturday evening in Cortlandt Manor, N.Y.","Elizabeth Krieger, Evan Silverman","Society","Merck & co"
"62",2,"2008-04-02T04:00:00+0000","Heart experts are surely right that Vytorin and Zetia should be a last resort for patients who can’t get their cholesterol down any other way.","Overpromoted Cholesterol Drugs","Editorial","Merck & co"
"63",3,"2008-09-12T10:42:48+0000","","A Spurned Bristol-Myers Stands By Its ImClone Bid","Business","Merck & co"
"64",4,"2008-09-27T20:06:16+0000","Elizabeth Lennie Ebel, a daughter of Charlotte R. Ebel and David L. Ebel of East Windsor, N.J., was married Saturday to Andrew John Bruno Naumann, the son of Marina T. Naumann and Robert A. Naumann of Norwich, Vt. The Rev. Dr. David A. Davis, a Pr...","Elizabeth Ebel, Andrew Naumann","Society","Merck & co"
"65",5,"2008-04-02T04:00:00+0000","A study published by the journal Nature is raising doubts about one of the hottest fields in biotechnology, RNA interference.","Study Is Setback for Some RNA-Based Drugs","Business","Merck & co"
"66",6,"2008-10-08T05:00:00+0000","","Lawsuit alleges Pfizer manipulated drug studies","IHT News","Merck & co"
"67",7,"2008-02-24T05:00:00+0000","A new drug aimed at treating schizophrenia turns its focus away from dopamine and instead on the effects of glutamate, another powerful neurotransmitter.","Daring to Think Differently About Schizophrenia","SundayBusiness","Merck & co"
"68",8,"2008-01-16T05:00:00+0000","It was very disturbing to learn that a heavily promoted cholesterol-lowering drug had flunked a clinical trial of its effectiveness.","Cholesterol Drug Bombs","Editorial","Merck & co"
"69",9,"2008-03-01T05:00:00+0000","Widespread calls by political leaders to overhaul the health care system have hit the stocks, as has consternation over the feeble state of the industry leaders’ pipelines.","Long Slump May Mean Drug Stocks Are Bargains","Business","Merck & co"
"70",10,"2008-08-20T05:00:00+0000","","2 cervical cancer vaccines need more study, journal says","IHT News","Merck & co"
"71",1,"2008-02-24T05:00:00+0000","A new drug aimed at treating schizophrenia turns its focus away from dopamine and instead on the effects of glutamate, another powerful neurotransmitter.","Daring to Think Differently About Schizophrenia","SundayBusiness","Merck & co"
"72",2,"2008-03-01T05:00:00+0000","Widespread calls by political leaders to overhaul the health care system have hit the stocks, as has consternation over the feeble state of the industry leaders’ pipelines.","Long Slump May Mean Drug Stocks Are Bargains","Business","Merck & co"
"73",3,"2008-06-01T04:00:00+0000","The drug Erbitux lengthened the survival of patients with advanced lung cancer by about five weeks, researchers have reported.","A Drug Is Credited With Slight Gains for Patients Who Have Lung Cancer","National","Merck & co"
"74",4,"2008-02-25T20:43:20+0000","Plans to extend the cervical cancer vaccine to boys raise questions about our willingness to help the “herd.”","A Vaccine for Boys to Help Girls?","Science","Merck & co"
"75",5,"2008-04-21T05:00:00+0000","","Big drug firms expected to announce more weak results this week","IHT News","Merck & co"
"76",6,"2008-01-08T05:00:00+0000","","Defensive stocks stabilize Wall St. after Countrywide slides","IHT News","Merck & co"
"77",7,"2008-09-14T05:00:00+0000","","Medical research awards honor work on statins, bacteria and bits of RNA","IHT News","Merck & co"
"78",8,"2008-03-31T05:00:00+0000","","U.S. panel doubts two drugs used to fight cholesterol","IHT News","Merck & co"
"79",9,"2008-09-24T11:13:06+0000","","Icahn Calls New Bristol Bid For ImClone ‘Absurd’","Business","Merck & co"
"80",10,"2008-07-02T11:35:21+0000","","Deutsche, UBS See No Need For New Capital","Business","Merck & co"
"81",1,"2008-09-16T15:53:13+0000","","Winners and Losers","Business","Merck & co"
"82",2,"2008-06-01T04:00:00+0000","The drug Erbitux lengthened the survival of patients with advanced lung cancer by about five weeks, researchers have reported.","A Drug Is Credited With Slight Gains for Patients Who Have Lung Cancer","National","Merck & co"
"83",3,"2008-09-29T23:01:11+0000","The bidder for the biotechnology company ImClone said a drug maker that proposed a $6.1 billion takeover would make a formal bid or withdraw by the end of day Wednesday.","Bidder for ImClone Nearing a Decision, Icahn Says","Business","Merck & co"
"84",4,"2008-09-30T11:01:51+0000","","Bidder for ImClone Nearing a Decision, Icahn Says","Business","Merck & co"
"85",5,"2008-09-24T11:13:06+0000","","Icahn Calls New Bristol Bid For ImClone ‘Absurd’","Business","Merck & co"
"86",6,"2008-07-02T11:35:21+0000","","Deutsche, UBS See No Need For New Capital","Business","Merck & co"
"87",7,"2008-04-09T21:03:00+0000","A mumps outbreak raises questions about whether an additional dose of vaccine is needed.","Is Mumps Making a Comeback?","Science","Merck & co"
"88",8,"2008-04-01T05:00:00+0000","","New study raises doubts over favored biotechnology method","IHT News","Merck & co"
"89",9,"2008-05-23T04:00:00+0000","Repeated instances in which popular medicines proved deadly have prompted further monitoring of drugs already on the market.","F.D.A. to Expand Scrutiny of Risks From Drugs After They’re Approved for Sale","National","Merck & co"
"90",10,"2008-06-13T04:00:00+0000","Max Kohn (Otto Tausig), the aging Lothario of “Love Comes Lately,” is very much like the movie itself: doddering and milquetoasty, but ultimately disarming.","The Mingling of Dreams and Life","Weekend","Merck & co"
"91",1,"2008-07-17T05:00:00+0000","","Long-term use of bone-building drugs questioned","IHT News","Merck & co"
"92",2,"2008-05-06T16:54:39+0000","Some doctors involved in revising a guide to mental illnesses also accept money from drug firms.","Psychiatry Handbook Linked to Drug Industry","Science","Merck & co"
"93",3,"2008-06-13T04:00:00+0000","Notable research studies now enrolling patients.","Selected Studies: Schizophrenia","Science","Merck & co"
"94",4,"2008-09-24T13:57:31+0000","The decision by Eli Lilly comes as lawmakers have been pushing for a national registry of such payments.","Drug Maker to Report Fees to Doctors","National","Merck & co"
"95",5,"2008-07-29T05:00:00+0000","","Subprime mess sends number of fraud lawsuits higher","IHT News","Merck & co"
"96",6,"2008-04-21T04:00:00+0000","ECONOMIC REPORTS It is a slow week for economic news, though there will be updates on the housing market with reports on existing home sales for March on Tuesday and new-home sales for March on Thursday.","The Week’s Major Economic Reports","Business","Merck & co"
"97",7,"2008-07-15T04:00:00+0000","A series of case reports indicates that a rare type of leg fracture is linked to osteoporosis treatment.","Drugs to Build Bones May Weaken Them","Science","Merck & co"
"98",8,"2008-04-29T05:00:00+0000","","Global stocks mark time before Fed meeting","IHT News","Merck & co"
"99",9,"2008-01-25T05:00:00+0000","The biotechnology company said Thursday that its experimental osteoporosis drug proved superior to Fosamax from Merck in a clinical trial.","Amgen Posts Weak Results, but Hails Osteoporosis Drug","Business","Merck & co"
"100",10,"2008-04-28T04:00:00+0000","The proposed ban is the result of a two-year effort to create policy governing interactions between the medical colleges and drug and medical device companies.","Group Urges Ban on Medical Giveaways","National","Merck & co"
"101",1,"2008-01-06T05:00:00+0000","","A cholesterol drug bombs","IHT News","Merck & co"
"102",2,"2008-04-02T05:00:00+0000","","Overstating the case for 2  cholesterol drugs","IHT News","Merck & co"
"103",3,"2008-09-05T17:38:34+0000","The F.D.A. needs to evaluate whether it should demand larger and more definitive clinical trials before approving certain drugs.","Many Questions About Vytorin","Editorial","Merck & co"
"104",4,"2008-02-15T05:00:00+0000","Notable research studies now enrolling patients","Selected Studies: Lung Cancer","Science","Merck & co"
"105",5,"2008-11-05T05:00:00+0000","","Siemens sets aside €1 billion for bribery settlements","IHT News","Merck & co"
"106",6,"2008-04-28T04:00:00+0000","The proposed ban is the result of a two-year effort to create policy governing interactions between the medical colleges and drug and medical device companies.","Group Urges Ban on Medical Giveaways","National","Merck & co"
"107",7,"2008-08-05T04:00:00+0000","Byetta, an injectable drug that lowers blood sugar, may help people with diabetes to live longer, according to the results of a major clinical trial.","Lilly Diabetes Drug Shows a Life-Extending Promise","Business","Merck & co"
"108",8,"2008-04-28T04:00:00+0000","Drug and medical device companies should be banned from offering gifts to doctors, staff and students in all 129 of the nation’s medical colleges, an influential college association has concluded.","Ban Urged on Gifts at Medical Schools","ContinuousNews","Merck & co"
"109",9,"2008-10-07T03:59:41+0000","Eli Lilly has agreed to pay $62 million to 33 states to settle claims that it improperly marketed Zyprexa to patients who did not have schizophrenia or bipolar disorder.","33 States to Get $62 Million in Zyprexa Case Settlement","Business","Merck & co"
"110",10,"2008-10-10T15:33:17+0000","The shingles vaccine is approved for use in people 60 and older, though younger people may benefit too.","A Vaccine as an Option to Keep Shingles at Bay","Science","Merck & co"
"111",1,"2008-10-22T19:56:55+0000","Hurt by declining sales of some of its biggest drugs and vaccines, Merck said that it would cut another 7,200 jobs, or 12 percent of its work force, in its second revamping in three years.","Merck Plans to Cut 12% of Work Force as Its Sales and Profit Fall","Business","Merck & co"
"112",2,"2008-09-16T15:05:16+0000","Amgen’s experimental bone drug reduced the risk of spinal fractures in women with osteoporosis by 68 percent in a pivotal clinical trial.","Good Results for Bone Drug Buoy Amgen","Business","Merck & co"
"113",3,"2008-08-20T03:16:59+0000","Drug makers call the rapid deployment of a vaccine against cervical cancer education, but their critics call it marketing.","Drug Makers’ Push Leads to Cancer Vaccines’ Rise","National","Merck & co"
"114",4,"2008-08-20T21:00:41+0000","Studies suggest that two vaccines against cervical cancer are being used without sufficient evidence that they are effective and worth their high cost.","Researchers Question Wide Use of HPV Vaccines","National","Merck & co"
"115",5,"2008-07-22T04:00:00+0000","The cholesterol-lowering drug Vytorin did not help people with heart-valve disease avoid further heart problems but did appear to increase their risk of cancer, scientists reported Monday.","Trial Intensifies Concerns About Safety of Vytorin","Business","Merck & co"
"116",6,"2008-04-16T04:00:00+0000","Documents unearthed in lawsuits over the pain drug Vioxx provide a rare, detailed look at the industry practice of ghostwriting medical research studies.","Merck Wrote Drug Studies for Doctors","Business","Merck & co"
"117",7,"2008-10-22T05:00:00+0000","","Merck to slash 12% of workforce","IHT News","Merck & co"
"118",8,"2008-05-05T05:00:00+0000","","Merck suffers a series of setbacks","IHT News","Merck & co"
"119",9,"2008-04-21T16:53:05+0000","CNBC interviews Richard T. Clark, chief executive of Merck, on his company's earnings.","Merck's Chief Discusses Earnings","","Merck & co"
"120",10,"2008-07-23T05:00:00+0000","","Merck profit falls because of currencies","IHT News","Merck & co"
"121",1,"2008-05-21T05:00:00+0000","","Merck settles case over ads for  Vioxx","IHT News","Merck & co"
"122",2,"2008-05-29T05:00:00+0000","","Court rejects Vioxx verdicts against Merck","IHT News","Merck & co"
"123",3,"2008-01-04T05:00:00+0000","Merck agreed to pay a Swiss company, Addex Pharmaceuticals, as much as $702 million to help develop a new schizophrenia drug.","Merck Makes Deal to Develop Schizophrenia Drug","Business","Merck & co"
"124",4,"2008-04-15T05:00:00+0000","","Merck used ghostwriters and misrepresented data on Vioxx, article says","IHT News","Merck & co"
"125",5,"2008-04-21T05:00:00+0000","","Merck and Novartis beat estimates in first quarter, Eli Lilly lags","IHT News","Merck & co"
"126",6,"2008-05-30T04:00:00+0000","The major victories for Merck pushed the litigation over Vioxx closer to conclusion and highlighted the difficulty that plaintiffs’ lawyers are having in winning lawsuits against big drug companies.","Courts Reject Two Major Vioxx Verdicts","Business","Merck & co"
"127",7,"2008-08-28T01:41:51+0000","To the Editor:.","Risks of Cervical Cancer: The View From Merck","Letters","Merck & co"
"128",8,"2008-04-15T04:00:00+0000","Merck drafted dozens of studies for a best-selling drug, then lined up prestigious doctors to put their names on the reports before publication, according to an article in a leading medical journal.","Ghostwriters Used in Vioxx Studies, Article Says","Business","Merck & co"
"129",9,"2008-04-01T04:00:00+0000","A doctor who led a key trial of two heart drugs accused their makers, Merck and Schering-Plough, last July of hiding the negative results.","Accusations of Delays in Releasing Drug Results","Business","Merck & co"
"130",10,"2008-04-19T04:00:00+0000","A report indicating that Merck used ghostwriters to produce articles in support of its drug Vioxx has galvanized opponents to a proposal that would relax some restrictions on drug promotion.","F.D.A. Plan on Medical Articles Takes More Heat","Business","Merck & co"
"131",1,"2008-10-22T05:00:00+0000","","U.S.  drug makers face mounting problems","IHT News","Merck & co"
"132",2,"2008-09-11T05:00:00+0000","","ImClone says it has a new suitor","IHT News","Merck & co"
"133",3,"2008-01-22T05:00:00+0000","Is an attorney’s fierce devotion to an individual client’s interests a passé concept?","In Vioxx Settlement, Testing a Legal Ideal: A Lawyer’s Loyalty","National","Merck & co"
"134",4,"2008-07-18T05:00:00+0000","","Human trial for vaccine against HIV is canceled","IHT News","Merck & co"
"135",5,"2008-07-18T04:00:00+0000","A trial of a vaccine against the AIDS virus was canceled because officials said it was unlikely to prove effective.","Trial for Vaccine Against H.I.V. Is Canceled","National","Merck & co"
"136",6,"2008-04-01T05:00:00+0000","","Drug firms accused of delaying test results","IHT News","Merck & co"
"137",7,"2008-07-17T05:00:00+0000","","Plans for human trial of AIDS vaccine is canceled","IHT News","Merck & co"
"138",8,"2008-01-15T05:00:00+0000","A clinical trial of Zetia, a widely used cholesterol drug, has raised questions about its effectiveness and the behavior of pharmaceutical companies that conducted the study.","Study Reveals Doubt on Drug for Cholesterol","Business","Merck & co"
"139",9,"2008-04-01T05:00:00+0000","","Drug firms accused of delaying test results","IHT News","Merck & co"
"140",10,"2008-08-19T05:00:00+0000","","Cervical cancer vaccine is popular, but fails to cure doubts","IHT News","Merck & co"
"141",1,"2008-08-29T16:40:54+0000","A look at the role the news media played in promoting vaccines for girls to prevent cervical cancer.","Blaming the Media for Gardasil Hype","Science","Merck & co"
"142",2,"2008-12-06T05:30:11+0000","A reflection on the life of Charles Wyman Morse, a financial falcon and virtuoso flimflammer.","Lost and Found New York","OpEd","Merck & co"
"143",3,"2008-01-14T05:00:00+0000","The outcome of a trial that failed to show that Zetia has any medical benefits adds to concerns over the drug.","Drug Has No Benefit in Trial, Makers Say","Business","Merck & co"
"144",4,"2008-09-10T13:23:43+0000","ImClone threw a wrench into a $4.5 billion takeover effort by Bristol-Myers Squibb by saying it was entertaining a higher offer from a new suitor.","Higher Bid for ImClone Puts Bristol on Defensive","Business","Merck & co"
"145",5,"2008-09-11T11:05:40+0000","","Higher Bid for ImClone Puts Bristol on Defensive","Business","Merck & co"
"146",6,"2008-01-17T05:00:00+0000","Following results of recent clinical trials on popular cholesterol drugs, cardiologists are questioning whether a patient’s cholesterol should be all that matters.","New Questions on Treating Cholesterol","Business","Merck & co"
"147",7,"2008-01-24T05:00:00+0000","The American Heart Association defended the drug Vytorin, an expensive drug combination for cholesterol, which was shown last week to work no better than Zocor, a cheaper alternative.","Heart Group Backs Drug Made by Ally","Business","Merck & co"
"148",8,"2008-01-17T05:00:00+0000","","The danger of cholesterol is called into question","IHT News","Merck & co"
"149",9,"2008-11-24T20:42:15+0000","River blindness is one of a handful of diseases hovering close to eradication but hard to finish off.","Ivory Coast Threatened With a Resurgence of River Blindness","Science","Merck & co"
"150",10,"2008-03-31T04:00:00+0000","The drugs Vytorin and Zetia may not work and should be used only as a last resort, The New England Journal of Medicine and a panel of cardiologists at a major cardiology conference said on Sunday.","Doubt Cast on 2 Drugs Used to Lower Cholesterol","Business","Merck & co"
"151",1,"2008-03-31T04:00:00+0000","The drugs Vytorin and Zetia may not work and should be used only as a last resort, The New England Journal of Medicine and a panel of cardiologists at a major cardiology conference said on Sunday.","Doubt Cast on 2 Drugs Used to Lower Cholesterol","Business","Merck & co"
"152",2,"2008-05-05T05:00:00+0000","","Have cholesterol drugs passed their peak?","IHT News","Merck & co"
"153",3,"2008-03-31T05:00:00+0000","","Journal warns cholesterol drugs Vytorin and Zetia may not work","IHT News","Merck & co"
"154",4,"2008-09-27T19:50:06+0000","Congress should move quickly to pass legislation to force drug companies to publicly disclose their payments to doctors.","Whose Best Interest?","Editorial","Merck & co"
"155",5,"2008-03-30T04:00:00+0000","The drugs may not work and should be used only as a last resort, The New England Journal of Medicine said.","Journal Issues Warning on Two Cholesterol Drugs","Business","Merck & co"
"156",6,"2008-11-20T20:17:40+0000","Federal officials urged doctors and state health agencies to be more vigilant for suspected cases of Haemophilus influenzae type B in children under 5.","Better Tracking of a Childhood Infection Needed, Officials Say","Science","Merck & co"
"157",7,"2008-09-02T01:21:22+0000","Zetia and Vytorin are heavily prescribed despite a lack of proof the cholesterol drugs help to prolong life or prevent heart attacks.","For Widely Used Drug, Question of Usefulness Is Still Lingering","Business","Merck & co"
"158",8,"2008-07-13T12:31:35+0000","Forget the peas. Pass the statins.","Palpitations Over Pills for Kids","Science","Merck & co"
"159",9,"2008-07-13T04:00:00+0000","Cholesterol drugs are common. But their use in children gives pause.","Palpitations Over a New Pill for Kids","WeekInReview","Merck & co"
"160",10,"2008-05-05T05:00:00+0000","","New cholesterol drugs face tough regulatory climate","IHT News","Merck & co"
"161",1,"2008-10-10T14:01:01+0000","Notable research studies now recruiting patients.","Selected Studies: Shingles","Science","Merck & co"
"162",2,"2008-09-30T00:58:27+0000","Science Times asked some of its contributors for their favorite resources on health, whether online or in print.","Favorite Health Resources","Science","Merck & co"
"163",3,"2008-09-02T05:00:00+0000","","Question of usefulness lingers for cholesterol drug","IHT News","Merck & co"
"164",4,"2008-10-17T12:29:22+0000","Pfizer said that it had an $894 million deal to end more than 90 percent of personal injury suits brought by people claiming the drugs caused heart attacks, strokes or other harm.","Pfizer to Settle Claims Over Bextra and Celebrex","Business","Merck & co"
"165",5,"2008-05-16T04:00:00+0000","People 60 or older should be vaccinated with Zostavax against shingles, a painful disorder related to chickenpox.","Shingles Vaccine Recommended","National","Merck & co"
"166",6,"2008-02-04T05:00:00+0000","","Regulator orders drug companies to study suicide risk during trials","IHT News","Merck & co"
"167",7,"2008-07-21T05:00:00+0000","","Wall Street rally sputters as dollar loses ground","IHT News","Merck & co"
"168",8,"2008-01-30T05:00:00+0000","","U.S. stocks gain after Fed announcement","IHT News","Merck & co"
"169",9,"2008-02-24T05:00:00+0000","A new front for the fight against cervical cancer involves boys.","Vaccinating Boys for Girls’ Sake?","Styles","Merck & co"
"170",10,"2008-01-04T05:00:00+0000","","IBM earnings help to lift U.S. stocks","IHT News","Merck & co"
"171",1,"2008-07-27T04:00:00+0000","Elizabeth Baer Krieger and Evan Mitchell Silverman were married on Saturday evening in Cortlandt Manor, N.Y.","Elizabeth Krieger, Evan Silverman","Society","Merck & co"
"172",2,"2008-04-02T04:00:00+0000","Heart experts are surely right that Vytorin and Zetia should be a last resort for patients who can’t get their cholesterol down any other way.","Overpromoted Cholesterol Drugs","Editorial","Merck & co"
